Bill_ID,Consumer_ID,Billing_Month,Units,Amount,Due_Date,Payment_Status,Arrear_Amount
BL0021364,CON01781,April 2025,115,517.5,2025-04-24,Unpaid,517.5
BL0021365,CON01781,May 2025,207,931.5,2025-05-25,Paid,0.0
BL0021366,CON01781,June 2025,111,499.5,2025-06-25,Paid,0.0
BL0021367,CON01781,July 2025,212,954.0,2025-07-26,Paid,0.0
BL0021368,CON01781,August 2025,170,765.0,2025-08-26,Paid,0.0
BL0021369,CON01781,September 2025,172,774.0,2025-09-26,Unpaid,774.0
BL0021370,CON01781,October 2025,134,603.0,2025-10-27,Paid,0.0
BL0021371,CON01781,November 2025,140,630.0,2025-11-27,Paid,0.0
BL0021372,CON01781,December 2025,121,544.5,2025-12-28,Paid,0.0
BL0021373,CON01782,January 2025,3790,36005.0,2025-01-21,Paid,0.0
BL0021374,CON01782,February 2025,3237,30751.5,2025-02-21,Paid,0.0
BL0021375,CON01782,March 2025,3762,35739.0,2025-03-24,Paid,0.0
BL0021376,CON01782,April 2025,3079,29250.5,2025-04-24,Paid,0.0
BL0021377,CON01782,May 2025,4182,39729.0,2025-05-25,Paid,0.0
BL0021378,CON01782,June 2025,3920,37240.0,2025-06-25,Paid,0.0
BL0021379,CON01782,July 2025,4225,40137.5,2025-07-26,Paid,0.0
BL0021380,CON01782,August 2025,4109,39035.5,2025-08-26,Paid,0.0
BL0021381,CON01782,September 2025,3907,37116.5,2025-09-26,Paid,0.0
BL0021382,CON01782,October 2025,4148,39406.0,2025-10-27,Paid,0.0
BL0021383,CON01782,November 2025,3034,28823.0,2025-11-27,Paid,0.0
BL0021384,CON01782,December 2025,4353,41353.5,2025-12-28,Paid,0.0
BL0021385,CON01783,January 2025,138,621.0,2025-01-21,Paid,0.0
BL0021386,CON01783,February 2025,174,783.0,2025-02-21,Paid,0.0
BL0021387,CON01783,March 2025,186,837.0,2025-03-24,Paid,0.0
BL0021388,CON01783,April 2025,127,571.5,2025-04-24,Paid,0.0
BL0021389,CON01783,May 2025,142,639.0,2025-05-25,Paid,0.0
BL0021390,CON01783,June 2025,176,792.0,2025-06-25,Paid,0.0
BL0021391,CON01783,July 2025,190,855.0,2025-07-26,Paid,0.0
BL0021392,CON01783,August 2025,145,652.5,2025-08-26,Paid,0.0
BL0021393,CON01783,September 2025,187,841.5,2025-09-26,Paid,0.0
BL0021394,CON01783,October 2025,105,472.5,2025-10-27,Paid,0.0
BL0021395,CON01783,November 2025,169,760.5,2025-11-27,Paid,0.0
BL0021396,CON01783,December 2025,89,400.5,2025-12-28,Paid,0.0
BL0021397,CON01784,January 2025,413,3097.5,2025-01-21,Paid,0.0
BL0021398,CON01784,February 2025,423,3172.5,2025-02-21,Paid,0.0
BL0021399,CON01784,March 2025,363,2722.5,2025-03-24,Paid,0.0
BL0021400,CON01784,April 2025,588,4410.0,2025-04-24,Paid,0.0
BL0021401,CON01784,May 2025,563,4222.5,2025-05-25,Paid,0.0
BL0021402,CON01784,June 2025,442,3315.0,2025-06-25,Paid,0.0
BL0021403,CON01784,July 2025,536,4020.0,2025-07-26,Paid,0.0
BL0021404,CON01784,August 2025,396,2970.0,2025-08-26,Unpaid,2970.0
BL0021405,CON01784,September 2025,765,5737.5,2025-09-26,Paid,0.0
BL0021406,CON01784,October 2025,410,3075.0,2025-10-27,Paid,0.0
BL0021407,CON01784,November 2025,324,2430.0,2025-11-27,Paid,0.0
BL0021408,CON01784,December 2025,484,3630.0,2025-12-28,Unpaid,3630.0
BL0021409,CON01785,January 2025,520,3900.0,2025-01-21,Paid,0.0
BL0021410,CON01785,February 2025,620,4650.0,2025-02-21,Paid,0.0
BL0021411,CON01785,March 2025,662,4965.0,2025-03-24,Paid,0.0
BL0021412,CON01785,April 2025,605,4537.5,2025-04-24,Paid,0.0
BL0021413,CON01785,May 2025,653,4897.5,2025-05-25,Paid,0.0
BL0021414,CON01785,June 2025,735,5512.5,2025-06-25,Paid,0.0
BL0021415,CON01785,July 2025,382,2865.0,2025-07-26,Paid,0.0
BL0021416,CON01785,August 2025,383,2872.5,2025-08-26,Unpaid,2872.5
BL0021417,CON01785,September 2025,595,4462.5,2025-09-26,Paid,0.0
BL0021418,CON01785,October 2025,689,5167.5,2025-10-27,Paid,0.0
BL0021419,CON01785,November 2025,546,4095.0,2025-11-27,Paid,0.0
BL0021420,CON01785,December 2025,673,5047.5,2025-12-28,Paid,0.0
BL0021421,CON01786,January 2025,4470,42465.0,2025-01-21,Paid,0.0
BL0021422,CON01786,February 2025,3813,36223.5,2025-02-21,Paid,0.0
BL0021423,CON01786,March 2025,3141,29839.5,2025-03-24,Paid,0.0
BL0021424,CON01786,April 2025,2991,28414.5,2025-04-24,Paid,0.0
BL0021425,CON01786,May 2025,4732,44954.0,2025-05-25,Paid,0.0
BL0021426,CON01786,June 2025,3277,31131.5,2025-06-25,Paid,0.0
BL0021427,CON01786,July 2025,3592,34124.0,2025-07-26,Paid,0.0
BL0021428,CON01786,August 2025,3898,37031.0,2025-08-26,Paid,0.0
BL0021429,CON01786,September 2025,4399,41790.5,2025-09-26,Unpaid,41790.5
BL0021430,CON01786,October 2025,4173,39643.5,2025-10-27,Paid,0.0
BL0021431,CON01786,November 2025,4226,40147.0,2025-11-27,Paid,0.0
BL0021432,CON01786,December 2025,4455,42322.5,2025-12-28,Paid,0.0
BL0021433,CON01787,January 2025,551,4132.5,2025-01-21,Unpaid,4132.5
BL0021434,CON01787,February 2025,622,4665.0,2025-02-21,Paid,0.0
BL0021435,CON01787,March 2025,578,4335.0,2025-03-24,Paid,0.0
BL0021436,CON01787,April 2025,383,2872.5,2025-04-24,Paid,0.0
BL0021437,CON01787,May 2025,477,3577.5,2025-05-25,Paid,0.0
BL0021438,CON01787,June 2025,708,5310.0,2025-06-25,Paid,0.0
BL0021439,CON01787,July 2025,601,4507.5,2025-07-26,Paid,0.0
BL0021440,CON01787,August 2025,519,3892.5,2025-08-26,Paid,0.0
BL0021441,CON01787,September 2025,566,4245.0,2025-09-26,Paid,0.0
BL0021442,CON01787,October 2025,545,4087.5,2025-10-27,Paid,0.0
BL0021443,CON01787,November 2025,658,4935.0,2025-11-27,Paid,0.0
BL0021444,CON01787,December 2025,615,4612.5,2025-12-28,Unpaid,4612.5
BL0021445,CON01788,January 2025,587,4402.5,2025-01-21,Paid,0.0
BL0021446,CON01788,February 2025,382,2865.0,2025-02-21,Paid,0.0
BL0021447,CON01788,March 2025,520,3900.0,2025-03-24,Paid,0.0
BL0021448,CON01788,April 2025,696,5220.0,2025-04-24,Paid,0.0
BL0021449,CON01788,May 2025,575,4312.5,2025-05-25,Paid,0.0
BL0021450,CON01788,June 2025,654,4905.0,2025-06-25,Paid,0.0
BL0021451,CON01788,July 2025,677,5077.5,2025-07-26,Paid,0.0
BL0021452,CON01788,August 2025,521,3907.5,2025-08-26,Unpaid,3907.5
BL0021453,CON01788,September 2025,546,4095.0,2025-09-26,Paid,0.0
BL0021454,CON01788,October 2025,478,3585.0,2025-10-27,Paid,0.0
BL0021455,CON01788,November 2025,660,4950.0,2025-11-27,Paid,0.0
BL0021456,CON01788,December 2025,621,4657.5,2025-12-28,Paid,0.0
BL0021457,CON01789,January 2025,114,513.0,2025-01-21,Paid,0.0
BL0021458,CON01789,February 2025,211,949.5,2025-02-21,Paid,0.0
BL0021459,CON01789,March 2025,157,706.5,2025-03-24,Paid,0.0
BL0021460,CON01789,April 2025,142,639.0,2025-04-24,Paid,0.0
BL0021461,CON01789,May 2025,178,801.0,2025-05-25,Paid,0.0
BL0021462,CON01789,June 2025,149,670.5,2025-06-25,Paid,0.0
BL0021463,CON01789,July 2025,107,481.5,2025-07-26,Paid,0.0
BL0021464,CON01789,August 2025,164,738.0,2025-08-26,Paid,0.0
BL0021465,CON01789,September 2025,112,504.0,2025-09-26,Paid,0.0
BL0021466,CON01789,October 2025,103,463.5,2025-10-27,Paid,0.0
BL0021467,CON01789,November 2025,137,616.5,2025-11-27,Unpaid,616.5
BL0021468,CON01789,December 2025,126,567.0,2025-12-28,Paid,0.0
BL0021469,CON01790,January 2025,176,792.0,2025-01-21,Paid,0.0
BL0021470,CON01790,February 2025,148,666.0,2025-02-21,Paid,0.0
BL0021471,CON01790,March 2025,158,711.0,2025-03-24,Paid,0.0
BL0021472,CON01790,April 2025,166,747.0,2025-04-24,Paid,0.0
BL0021473,CON01790,May 2025,140,630.0,2025-05-25,Paid,0.0
BL0021474,CON01790,June 2025,144,648.0,2025-06-25,Paid,0.0
BL0021475,CON01790,July 2025,148,666.0,2025-07-26,Paid,0.0
BL0021476,CON01790,August 2025,100,450.0,2025-08-26,Paid,0.0
BL0021477,CON01790,September 2025,172,774.0,2025-09-26,Paid,0.0
BL0021478,CON01790,October 2025,107,481.5,2025-10-27,Paid,0.0
BL0021479,CON01790,November 2025,167,751.5,2025-11-27,Paid,0.0
BL0021480,CON01790,December 2025,142,639.0,2025-12-28,Paid,0.0
BL0021481,CON01791,January 2025,143,643.5,2025-01-21,Paid,0.0
BL0021482,CON01791,February 2025,158,711.0,2025-02-21,Paid,0.0
BL0021483,CON01791,March 2025,147,661.5,2025-03-24,Paid,0.0
BL0021484,CON01791,April 2025,141,634.5,2025-04-24,Paid,0.0
BL0021485,CON01791,May 2025,108,486.0,2025-05-25,Unpaid,486.0
BL0021486,CON01791,June 2025,159,715.5,2025-06-25,Paid,0.0
BL0021487,CON01791,July 2025,136,612.0,2025-07-26,Paid,0.0
BL0021488,CON01791,August 2025,118,531.0,2025-08-26,Paid,0.0
BL0021489,CON01791,September 2025,187,841.5,2025-09-26,Paid,0.0
BL0021490,CON01791,October 2025,145,652.5,2025-10-27,Paid,0.0
BL0021491,CON01791,November 2025,218,981.0,2025-11-27,Paid,0.0
BL0021492,CON01791,December 2025,173,778.5,2025-12-28,Paid,0.0
BL0021493,CON01792,January 2025,572,4290.0,2025-01-21,Paid,0.0
BL0021494,CON01792,February 2025,812,6090.0,2025-02-21,Paid,0.0
BL0021495,CON01792,March 2025,679,5092.5,2025-03-24,Paid,0.0
BL0021496,CON01792,April 2025,507,3802.5,2025-04-24,Paid,0.0
BL0021497,CON01792,May 2025,829,6217.5,2025-05-25,Paid,0.0
BL0021498,CON01792,June 2025,565,4237.5,2025-06-25,Paid,0.0
BL0021499,CON01792,July 2025,510,3825.0,2025-07-26,Paid,0.0
BL0021500,CON01792,August 2025,817,6127.5,2025-08-26,Paid,0.0
BL0021501,CON01792,September 2025,451,3382.5,2025-09-26,Paid,0.0
BL0021502,CON01792,October 2025,648,4860.0,2025-10-27,Paid,0.0
BL0021503,CON01792,November 2025,580,4350.0,2025-11-27,Paid,0.0
BL0021504,CON01792,December 2025,625,4687.5,2025-12-28,Unpaid,4687.5
BL0021505,CON01793,January 2025,187,841.5,2025-01-21,Paid,0.0
BL0021506,CON01793,February 2025,151,679.5,2025-02-21,Paid,0.0
BL0021507,CON01793,March 2025,149,670.5,2025-03-24,Paid,0.0
BL0021508,CON01793,April 2025,156,702.0,2025-04-24,Paid,0.0
BL0021509,CON01793,May 2025,146,657.0,2025-05-25,Paid,0.0
BL0021510,CON01793,June 2025,27,121.5,2025-06-25,Paid,0.0
BL0021511,CON01793,July 2025,39,175.5,2025-07-26,Paid,0.0
BL0021512,CON01793,August 2025,42,189.0,2025-08-26,Paid,0.0
BL0021513,CON01793,September 2025,50,225.0,2025-09-26,Paid,0.0
BL0021514,CON01793,October 2025,52,234.0,2025-10-27,Unpaid,234.0
BL0021515,CON01793,November 2025,39,175.5,2025-11-27,Paid,0.0
BL0021516,CON01793,December 2025,35,157.5,2025-12-28,Paid,0.0
BL0021517,CON01794,January 2025,669,5017.5,2025-01-21,Paid,0.0
BL0021518,CON01794,February 2025,649,4867.5,2025-02-21,Paid,0.0
BL0021519,CON01794,March 2025,515,3862.5,2025-03-24,Paid,0.0
BL0021520,CON01794,April 2025,557,4177.5,2025-04-24,Paid,0.0
BL0021521,CON01794,May 2025,775,5812.5,2025-05-25,Paid,0.0
BL0021522,CON01794,June 2025,624,4680.0,2025-06-25,Paid,0.0
BL0021523,CON01794,July 2025,556,4170.0,2025-07-26,Paid,0.0
BL0021524,CON01794,August 2025,646,4845.0,2025-08-26,Unpaid,4845.0
BL0021525,CON01794,September 2025,508,3810.0,2025-09-26,Paid,0.0
BL0021526,CON01794,October 2025,529,3967.5,2025-10-27,Paid,0.0
BL0021527,CON01794,November 2025,827,6202.5,2025-11-27,Paid,0.0
BL0021528,CON01794,December 2025,733,5497.5,2025-12-28,Paid,0.0
BL0021529,CON01795,January 2025,172,774.0,2025-01-21,Paid,0.0
BL0021530,CON01795,February 2025,174,783.0,2025-02-21,Paid,0.0
BL0021531,CON01795,March 2025,92,414.0,2025-03-24,Paid,0.0
BL0021532,CON01795,April 2025,172,774.0,2025-04-24,Paid,0.0
BL0021533,CON01795,May 2025,177,796.5,2025-05-25,Paid,0.0
BL0021534,CON01795,June 2025,130,585.0,2025-06-25,Paid,0.0
BL0021535,CON01795,July 2025,133,598.5,2025-07-26,Paid,0.0
BL0021536,CON01795,August 2025,140,630.0,2025-08-26,Paid,0.0
BL0021537,CON01795,September 2025,182,819.0,2025-09-26,Paid,0.0
BL0021538,CON01795,October 2025,119,535.5,2025-10-27,Paid,0.0
BL0021539,CON01795,November 2025,99,445.5,2025-11-27,Paid,0.0
BL0021540,CON01795,December 2025,159,715.5,2025-12-28,Paid,0.0
BL0021541,CON01796,January 2025,152,684.0,2025-01-21,Paid,0.0
BL0021542,CON01796,February 2025,189,850.5,2025-02-21,Paid,0.0
BL0021543,CON01796,March 2025,185,832.5,2025-03-24,Paid,0.0
BL0021544,CON01796,April 2025,218,981.0,2025-04-24,Paid,0.0
BL0021545,CON01796,May 2025,130,585.0,2025-05-25,Paid,0.0
BL0021546,CON01796,June 2025,178,801.0,2025-06-25,Paid,0.0
BL0021547,CON01796,July 2025,105,472.5,2025-07-26,Paid,0.0
BL0021548,CON01796,August 2025,171,769.5,2025-08-26,Paid,0.0
BL0021549,CON01796,September 2025,136,612.0,2025-09-26,Unpaid,612.0
BL0021550,CON01796,October 2025,135,607.5,2025-10-27,Paid,0.0
BL0021551,CON01796,November 2025,184,828.0,2025-11-27,Paid,0.0
BL0021552,CON01796,December 2025,117,526.5,2025-12-28,Paid,0.0
BL0021553,CON01797,January 2025,501,3757.5,2025-01-21,Paid,0.0
BL0021554,CON01797,February 2025,677,5077.5,2025-02-21,Paid,0.0
BL0021555,CON01797,March 2025,565,4237.5,2025-03-24,Paid,0.0
BL0021556,CON01797,April 2025,557,4177.5,2025-04-24,Paid,0.0
BL0021557,CON01797,May 2025,583,4372.5,2025-05-25,Paid,0.0
BL0021558,CON01797,June 2025,533,3997.5,2025-06-25,Paid,0.0
BL0021559,CON01797,July 2025,717,5377.5,2025-07-26,Paid,0.0
BL0021560,CON01797,August 2025,568,4260.0,2025-08-26,Unpaid,4260.0
BL0021561,CON01797,September 2025,598,4485.0,2025-09-26,Paid,0.0
BL0021562,CON01797,October 2025,732,5490.0,2025-10-27,Paid,0.0
BL0021563,CON01797,November 2025,820,6150.0,2025-11-27,Unpaid,6150.0
BL0021564,CON01797,December 2025,586,4395.0,2025-12-28,Paid,0.0
BL0021565,CON01798,January 2025,134,603.0,2025-01-21,Unpaid,603.0
BL0021566,CON01798,February 2025,203,913.5,2025-02-21,Paid,0.0
BL0021567,CON01798,March 2025,183,823.5,2025-03-24,Paid,0.0
BL0021568,CON01798,April 2025,152,684.0,2025-04-24,Unpaid,684.0
BL0021569,CON01798,May 2025,72,324.0,2025-05-25,Unpaid,324.0
BL0021570,CON01798,June 2025,128,576.0,2025-06-25,Paid,0.0
BL0021571,CON01798,July 2025,119,535.5,2025-07-26,Paid,0.0
BL0021572,CON01798,August 2025,160,720.0,2025-08-26,Paid,0.0
BL0021573,CON01798,September 2025,166,747.0,2025-09-26,Paid,0.0
BL0021574,CON01798,October 2025,129,580.5,2025-10-27,Paid,0.0
BL0021575,CON01798,November 2025,152,684.0,2025-11-27,Paid,0.0
BL0021576,CON01798,December 2025,138,621.0,2025-12-28,Paid,0.0
BL0021577,CON01799,January 2025,143,643.5,2025-01-21,Paid,0.0
BL0021578,CON01799,February 2025,207,931.5,2025-02-21,Paid,0.0
BL0021579,CON01799,March 2025,138,621.0,2025-03-24,Unpaid,621.0
BL0021580,CON01799,April 2025,148,666.0,2025-04-24,Paid,0.0
BL0021581,CON01799,May 2025,140,630.0,2025-05-25,Paid,0.0
BL0021582,CON01799,June 2025,148,666.0,2025-06-25,Unpaid,666.0
BL0021583,CON01799,July 2025,169,760.5,2025-07-26,Paid,0.0
BL0021584,CON01799,August 2025,128,576.0,2025-08-26,Paid,0.0
BL0021585,CON01799,September 2025,109,490.5,2025-09-26,Paid,0.0
BL0021586,CON01799,October 2025,137,616.5,2025-10-27,Paid,0.0
BL0021587,CON01799,November 2025,204,918.0,2025-11-27,Unpaid,918.0
BL0021588,CON01799,December 2025,161,724.5,2025-12-28,Unpaid,724.5
BL0021589,CON01800,January 2025,160,720.0,2025-01-21,Paid,0.0
BL0021590,CON01800,February 2025,160,720.0,2025-02-21,Paid,0.0
BL0021591,CON01800,March 2025,149,670.5,2025-03-24,Paid,0.0
BL0021592,CON01800,April 2025,203,913.5,2025-04-24,Paid,0.0
BL0021593,CON01800,May 2025,119,535.5,2025-05-25,Paid,0.0
BL0021594,CON01800,June 2025,168,756.0,2025-06-25,Paid,0.0
BL0021595,CON01800,July 2025,169,760.5,2025-07-26,Paid,0.0
BL0021596,CON01800,August 2025,188,846.0,2025-08-26,Paid,0.0
BL0021597,CON01800,September 2025,178,801.0,2025-09-26,Unpaid,801.0
BL0021598,CON01800,October 2025,150,675.0,2025-10-27,Paid,0.0
BL0021599,CON01800,November 2025,134,603.0,2025-11-27,Paid,0.0
BL0021600,CON01800,December 2025,127,571.5,2025-12-28,Unpaid,571.5
BL0021601,CON01801,January 2025,30,15.0,2025-01-21,Paid,0.0
BL0021602,CON01801,February 2025,38,19.0,2025-02-21,Paid,0.0
BL0021603,CON01801,March 2025,49,24.5,2025-03-24,Paid,0.0
BL0021604,CON01801,April 2025,36,18.0,2025-04-24,Paid,0.0
BL0021605,CON01801,May 2025,57,28.5,2025-05-25,Paid,0.0
BL0021606,CON01801,June 2025,71,35.5,2025-06-25,Paid,0.0
BL0021607,CON01801,July 2025,30,15.0,2025-07-26,Paid,0.0
BL0021608,CON01801,August 2025,53,26.5,2025-08-26,Unpaid,26.5
BL0021609,CON01801,September 2025,36,18.0,2025-09-26,Paid,0.0
BL0021610,CON01801,October 2025,56,28.0,2025-10-27,Paid,0.0
BL0021611,CON01801,November 2025,50,25.0,2025-11-27,Paid,0.0
BL0021612,CON01801,December 2025,42,21.0,2025-12-28,Paid,0.0
BL0021613,CON01802,January 2025,726,5445.0,2025-01-21,Paid,0.0
BL0021614,CON01802,February 2025,585,4387.5,2025-02-21,Paid,0.0
BL0021615,CON01802,March 2025,264,1980.0,2025-03-24,Paid,0.0
BL0021616,CON01802,April 2025,466,3495.0,2025-04-24,Paid,0.0
BL0021617,CON01802,May 2025,587,4402.5,2025-05-25,Paid,0.0
BL0021618,CON01802,June 2025,389,2917.5,2025-06-25,Paid,0.0
BL0021619,CON01802,July 2025,581,4357.5,2025-07-26,Paid,0.0
BL0021620,CON01802,August 2025,614,4605.0,2025-08-26,Paid,0.0
BL0021621,CON01802,September 2025,422,3165.0,2025-09-26,Paid,0.0
BL0021622,CON01802,October 2025,422,3165.0,2025-10-27,Paid,0.0
BL0021623,CON01802,November 2025,659,4942.5,2025-11-27,Unpaid,4942.5
BL0021624,CON01802,December 2025,731,5482.5,2025-12-28,Paid,0.0
BL0021625,CON01803,January 2025,131,589.5,2025-01-21,Paid,0.0
BL0021626,CON01803,February 2025,120,540.0,2025-02-21,Paid,0.0
BL0021627,CON01803,March 2025,149,670.5,2025-03-24,Paid,0.0
BL0021628,CON01803,April 2025,94,423.0,2025-04-24,Paid,0.0
BL0021629,CON01803,May 2025,146,657.0,2025-05-25,Paid,0.0
BL0021630,CON01803,June 2025,201,904.5,2025-06-25,Paid,0.0
BL0021631,CON01803,July 2025,131,589.5,2025-07-26,Paid,0.0
BL0021632,CON01803,August 2025,166,747.0,2025-08-26,Unpaid,747.0
BL0021633,CON01803,September 2025,195,877.5,2025-09-26,Unpaid,877.5
BL0021634,CON01803,October 2025,135,607.5,2025-10-27,Unpaid,607.5
BL0021635,CON01803,November 2025,128,576.0,2025-11-27,Paid,0.0
BL0021636,CON01803,December 2025,141,634.5,2025-12-28,Paid,0.0
BL0021637,CON01804,January 2025,146,657.0,2025-01-21,Paid,0.0
BL0021638,CON01804,February 2025,142,639.0,2025-02-21,Paid,0.0
BL0021639,CON01804,March 2025,158,711.0,2025-03-24,Paid,0.0
BL0021640,CON01804,April 2025,122,549.0,2025-04-24,Paid,0.0
BL0021641,CON01804,May 2025,135,607.5,2025-05-25,Unpaid,607.5
BL0021642,CON01804,June 2025,124,558.0,2025-06-25,Paid,0.0
BL0021643,CON01804,July 2025,178,801.0,2025-07-26,Unpaid,801.0
BL0021644,CON01804,August 2025,181,814.5,2025-08-26,Paid,0.0
BL0021645,CON01804,September 2025,207,931.5,2025-09-26,Paid,0.0
BL0021646,CON01804,October 2025,179,805.5,2025-10-27,Paid,0.0
BL0021647,CON01804,November 2025,137,616.5,2025-11-27,Unpaid,616.5
BL0021648,CON01804,December 2025,154,693.0,2025-12-28,Paid,0.0
BL0021649,CON01805,January 2025,140,630.0,2025-01-21,Unpaid,630.0
BL0021650,CON01805,February 2025,187,841.5,2025-02-21,Paid,0.0
BL0021651,CON01805,March 2025,150,675.0,2025-03-24,Paid,0.0
BL0021652,CON01805,April 2025,164,738.0,2025-04-24,Paid,0.0
BL0021653,CON01805,May 2025,115,517.5,2025-05-25,Paid,0.0
BL0021654,CON01805,June 2025,158,711.0,2025-06-25,Paid,0.0
BL0021655,CON01805,July 2025,131,589.5,2025-07-26,Paid,0.0
BL0021656,CON01805,August 2025,116,522.0,2025-08-26,Paid,0.0
BL0021657,CON01805,September 2025,143,643.5,2025-09-26,Paid,0.0
BL0021658,CON01805,October 2025,190,855.0,2025-10-27,Paid,0.0
BL0021659,CON01805,November 2025,158,711.0,2025-11-27,Paid,0.0
BL0021660,CON01805,December 2025,143,643.5,2025-12-28,Paid,0.0
BL0021661,CON01806,January 2025,568,4260.0,2025-01-21,Paid,0.0
BL0021662,CON01806,February 2025,637,4777.5,2025-02-21,Paid,0.0
BL0021663,CON01806,March 2025,531,3982.5,2025-03-24,Paid,0.0
BL0021664,CON01806,April 2025,698,5235.0,2025-04-24,Unpaid,5235.0
BL0021665,CON01806,May 2025,575,4312.5,2025-05-25,Paid,0.0
BL0021666,CON01806,June 2025,429,3217.5,2025-06-25,Paid,0.0
BL0021667,CON01806,July 2025,718,5385.0,2025-07-26,Paid,0.0
BL0021668,CON01806,August 2025,357,2677.5,2025-08-26,Paid,0.0
BL0021669,CON01806,September 2025,834,6255.0,2025-09-26,Unpaid,6255.0
BL0021670,CON01806,October 2025,557,4177.5,2025-10-27,Paid,0.0
BL0021671,CON01806,November 2025,744,5580.0,2025-11-27,Paid,0.0
BL0021672,CON01806,December 2025,765,5737.5,2025-12-28,Paid,0.0
BL0021673,CON01807,January 2025,405,3037.5,2025-01-21,Paid,0.0
BL0021674,CON01807,February 2025,664,4980.0,2025-02-21,Paid,0.0
BL0021675,CON01807,March 2025,391,2932.5,2025-03-24,Paid,0.0
BL0021676,CON01807,April 2025,550,4125.0,2025-04-24,Paid,0.0
BL0021677,CON01807,May 2025,705,5287.5,2025-05-25,Paid,0.0
BL0021678,CON01807,June 2025,174,1305.0,2025-06-25,Paid,0.0
BL0021679,CON01807,July 2025,191,1432.5,2025-07-26,Paid,0.0
BL0021680,CON01807,August 2025,162,1215.0,2025-08-26,Paid,0.0
BL0021681,CON01807,September 2025,117,877.5,2025-09-26,Paid,0.0
BL0021682,CON01807,October 2025,134,1005.0,2025-10-27,Paid,0.0
BL0021683,CON01807,November 2025,207,1552.5,2025-11-27,Paid,0.0
BL0021684,CON01807,December 2025,215,1612.5,2025-12-28,Paid,0.0
BL0021685,CON01808,January 2025,135,607.5,2025-01-21,Paid,0.0
BL0021686,CON01808,February 2025,167,751.5,2025-02-21,Paid,0.0
BL0021687,CON01808,March 2025,143,643.5,2025-03-24,Paid,0.0
BL0021688,CON01808,April 2025,145,652.5,2025-04-24,Paid,0.0
BL0021689,CON01808,May 2025,160,720.0,2025-05-25,Paid,0.0
BL0021690,CON01808,June 2025,150,675.0,2025-06-25,Paid,0.0
BL0021691,CON01808,July 2025,134,603.0,2025-07-26,Paid,0.0
BL0021692,CON01808,August 2025,148,666.0,2025-08-26,Paid,0.0
BL0021693,CON01808,September 2025,128,576.0,2025-09-26,Unpaid,576.0
BL0021694,CON01808,October 2025,172,774.0,2025-10-27,Paid,0.0
BL0021695,CON01808,November 2025,181,814.5,2025-11-27,Paid,0.0
BL0021696,CON01808,December 2025,139,625.5,2025-12-28,Paid,0.0
BL0021697,CON01809,January 2025,80,360.0,2025-01-21,Paid,0.0
BL0021698,CON01809,February 2025,177,796.5,2025-02-21,Paid,0.0
BL0021699,CON01809,March 2025,180,810.0,2025-03-24,Paid,0.0
BL0021700,CON01809,April 2025,183,823.5,2025-04-24,Paid,0.0
BL0021701,CON01809,May 2025,128,576.0,2025-05-25,Paid,0.0
BL0021702,CON01809,June 2025,166,747.0,2025-06-25,Paid,0.0
BL0021703,CON01809,July 2025,173,778.5,2025-07-26,Paid,0.0
BL0021704,CON01809,August 2025,121,544.5,2025-08-26,Paid,0.0
BL0021705,CON01809,September 2025,127,571.5,2025-09-26,Paid,0.0
BL0021706,CON01809,October 2025,125,562.5,2025-10-27,Paid,0.0
BL0021707,CON01809,November 2025,173,778.5,2025-11-27,Paid,0.0
BL0021708,CON01809,December 2025,142,639.0,2025-12-28,Paid,0.0
BL0021709,CON01810,January 2025,114,513.0,2025-01-21,Paid,0.0
BL0021710,CON01810,February 2025,141,634.5,2025-02-21,Paid,0.0
BL0021711,CON01810,March 2025,106,477.0,2025-03-24,Paid,0.0
BL0021712,CON01810,April 2025,101,454.5,2025-04-24,Unpaid,454.5
BL0021713,CON01810,May 2025,140,630.0,2025-05-25,Paid,0.0
BL0021714,CON01810,June 2025,137,616.5,2025-06-25,Paid,0.0
BL0021715,CON01810,July 2025,175,787.5,2025-07-26,Paid,0.0
BL0021716,CON01810,August 2025,187,841.5,2025-08-26,Paid,0.0
BL0021717,CON01810,September 2025,152,684.0,2025-09-26,Paid,0.0
BL0021718,CON01810,October 2025,165,742.5,2025-10-27,Paid,0.0
BL0021719,CON01810,November 2025,105,472.5,2025-11-27,Paid,0.0
BL0021720,CON01810,December 2025,122,549.0,2025-12-28,Paid,0.0
BL0021721,CON01811,January 2025,706,5295.0,2025-01-21,Paid,0.0
BL0021722,CON01811,February 2025,676,5070.0,2025-02-21,Paid,0.0
BL0021723,CON01811,March 2025,326,2445.0,2025-03-24,Paid,0.0
BL0021724,CON01811,April 2025,547,4102.5,2025-04-24,Paid,0.0
BL0021725,CON01811,May 2025,650,4875.0,2025-05-25,Unpaid,4875.0
BL0021726,CON01811,June 2025,622,4665.0,2025-06-25,Paid,0.0
BL0021727,CON01811,July 2025,359,2692.5,2025-07-26,Paid,0.0
BL0021728,CON01811,August 2025,583,4372.5,2025-08-26,Paid,0.0
BL0021729,CON01811,September 2025,559,4192.5,2025-09-26,Unpaid,4192.5
BL0021730,CON01811,October 2025,495,3712.5,2025-10-27,Paid,0.0
BL0021731,CON01811,November 2025,553,4147.5,2025-11-27,Paid,0.0
BL0021732,CON01811,December 2025,777,5827.5,2025-12-28,Paid,0.0
