Consumer_ID,Consumer_Name,Consumer_Type,Tariff,Area,District,Meter_Type,Connection_Date,Sanctioned_Load_KW,Phase_Type,Status
CON01507,Consumer_1507,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,27.24,Three Phase,Active
CON01508,Consumer_1508,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,3.74,Single Phase,Active
CON01509,Consumer_1509,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,1.81,Three Phase,Active
CON01510,Consumer_1510,Commercial,Tariff V,Velachery,Madurai,Smart Meter,2024-01-01,55.36,Three Phase,Active
CON01511,Consumer_1511,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,8.59,Single Phase,Active
CON01512,Consumer_1512,Commercial,Tariff V,KK Nagar,Madurai,Digital Meter,2024-01-01,27.3,Three Phase,Active
CON01513,Consumer_1513,Agricultural,Tariff IV,Velachery,Coimbatore,Analog Meter,2024-01-01,49.11,Single Phase,Active
CON01514,Consumer_1514,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,53.47,Single Phase,Active
CON01515,Consumer_1515,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,31.64,Single Phase,Active
CON01516,Consumer_1516,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,34.34,Single Phase,Active
CON01517,Consumer_1517,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,40.51,Three Phase,Active
CON01518,Consumer_1518,Industrial,Tariff III,Anna Nagar,Madurai,Analog Meter,2024-01-01,57.72,Single Phase,Active
CON01519,Consumer_1519,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,36.56,Three Phase,Active
CON01520,Consumer_1520,Industrial,Tariff III,KK Nagar,Coimbatore,Digital Meter,2024-01-01,34.01,Three Phase,Active
CON01521,Consumer_1521,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,1.86,Three Phase,Active
CON01522,Consumer_1522,Industrial,Tariff III,Peelamedu,Madurai,Digital Meter,2024-01-01,5.78,Single Phase,Active
CON01523,Consumer_1523,Residential,Tariff IA,Peelamedu,Coimbatore,Analog Meter,2024-01-01,35.05,Three Phase,Active
CON01524,Consumer_1524,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,56.24,Single Phase,Active
CON01525,Consumer_1525,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,52.13,Three Phase,Active
CON01526,Consumer_1526,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,58.97,Single Phase,Active
CON01527,Consumer_1527,Residential,Tariff IA,Adyar,Chennai,Digital Meter,2024-01-01,32.14,Single Phase,Active
CON01528,Consumer_1528,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,47.49,Single Phase,Active
CON01529,Consumer_1529,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,50.58,Single Phase,Active
CON01530,Consumer_1530,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,39.23,Three Phase,Active
CON01531,Consumer_1531,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,20.99,Three Phase,Active
CON01532,Consumer_1532,Commercial,Tariff V,Adyar,Coimbatore,Analog Meter,2024-01-01,28.73,Single Phase,Active
CON01533,Consumer_1533,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,51.62,Three Phase,Active
CON01534,Consumer_1534,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,18.61,Single Phase,Active
CON01535,Consumer_1535,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,55.5,Single Phase,Active
CON01536,Consumer_1536,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,14.56,Three Phase,Active
CON01537,Consumer_1537,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,45.22,Single Phase,Active
CON01538,Consumer_1538,Commercial,Tariff V,Velachery,Chennai,Analog Meter,2024-01-01,38.2,Single Phase,Active
CON01539,Consumer_1539,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,45.23,Single Phase,Active
CON01540,Consumer_1540,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,26.8,Single Phase,Active
CON01541,Consumer_1541,Commercial,Tariff V,Adyar,Coimbatore,Smart Meter,2024-01-01,56.03,Single Phase,Active
CON01542,Consumer_1542,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,38.32,Three Phase,Active
CON01543,Consumer_1543,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,18.01,Three Phase,Active
CON01544,Consumer_1544,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,38.67,Three Phase,Active
CON01545,Consumer_1545,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,17.92,Single Phase,Active
CON01546,Consumer_1546,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,18.32,Single Phase,Active
CON01547,Consumer_1547,Commercial,Tariff V,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,24.58,Single Phase,Active
CON01548,Consumer_1548,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,51.29,Single Phase,Active
CON01549,Consumer_1549,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,30.52,Single Phase,Active
CON01550,Consumer_1550,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,41.06,Single Phase,Active
CON01551,Consumer_1551,Agricultural,Tariff IV,Adyar,Madurai,Digital Meter,2024-01-01,24.13,Three Phase,Active
CON01552,Consumer_1552,Commercial,Tariff V,Peelamedu,Chennai,Smart Meter,2024-01-01,16.55,Single Phase,Active
CON01553,Consumer_1553,Commercial,Tariff V,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,57.32,Three Phase,Active
CON01554,Consumer_1554,Industrial,Tariff III,Adyar,Madurai,Digital Meter,2024-01-01,36.61,Single Phase,Active
CON01555,Consumer_1555,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,56.1,Three Phase,Active
CON01556,Consumer_1556,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,13.0,Single Phase,Active
CON01557,Consumer_1557,Commercial,Tariff V,KK Nagar,Madurai,Digital Meter,2024-01-01,9.67,Three Phase,Active
CON01558,Consumer_1558,Residential,Tariff IA,KK Nagar,Coimbatore,Smart Meter,2024-01-01,51.49,Three Phase,Active
CON01559,Consumer_1559,Commercial,Tariff V,Peelamedu,Coimbatore,Analog Meter,2024-01-01,41.17,Single Phase,Active
CON01560,Consumer_1560,Industrial,Tariff III,KK Nagar,Madurai,Digital Meter,2024-01-01,12.01,Single Phase,Active
CON01561,Consumer_1561,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,16.89,Three Phase,Active
CON01562,Consumer_1562,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,48.24,Single Phase,Active
CON01563,Consumer_1563,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,27.78,Single Phase,Active
CON01564,Consumer_1564,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,40.56,Single Phase,Active
CON01565,Consumer_1565,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,19.78,Three Phase,Active
CON01566,Consumer_1566,Residential,Tariff IA,Velachery,Coimbatore,Digital Meter,2024-01-01,23.49,Single Phase,Active
CON01567,Consumer_1567,Commercial,Tariff V,Adyar,Chennai,Analog Meter,2024-01-01,59.45,Three Phase,Active
CON01568,Consumer_1568,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,15.61,Three Phase,Active
CON01569,Consumer_1569,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,30.88,Single Phase,Active
CON01570,Consumer_1570,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,50.82,Three Phase,Active
CON01571,Consumer_1571,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,15.11,Single Phase,Active
CON01572,Consumer_1572,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,25.5,Single Phase,Active
CON01573,Consumer_1573,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,37.29,Three Phase,Active
CON01574,Consumer_1574,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,29.39,Three Phase,Active
CON01575,Consumer_1575,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,28.11,Three Phase,Active
CON01576,Consumer_1576,Residential,Tariff IA,Peelamedu,Chennai,Smart Meter,2024-01-01,22.39,Three Phase,Active
CON01577,Consumer_1577,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,35.61,Three Phase,Active
CON01578,Consumer_1578,Commercial,Tariff V,Adyar,Chennai,Digital Meter,2024-01-01,37.84,Single Phase,Active
CON01579,Consumer_1579,Commercial,Tariff V,Velachery,Chennai,Digital Meter,2024-01-01,39.54,Three Phase,Active
CON01580,Consumer_1580,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,5.15,Single Phase,Active
CON01581,Consumer_1581,Residential,Tariff IA,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,38.23,Single Phase,Active
CON01582,Consumer_1582,Residential,Tariff IA,Anna Nagar,Madurai,Digital Meter,2024-01-01,57.24,Three Phase,Active
CON01583,Consumer_1583,Residential,Tariff IA,Peelamedu,Madurai,Analog Meter,2024-01-01,32.92,Three Phase,Active
CON01584,Consumer_1584,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,43.2,Three Phase,Active
CON01585,Consumer_1585,Agricultural,Tariff IV,KK Nagar,Coimbatore,Smart Meter,2024-01-01,33.85,Three Phase,Active
CON01586,Consumer_1586,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,51.43,Three Phase,Active
CON01587,Consumer_1587,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,55.85,Single Phase,Active
CON01588,Consumer_1588,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,11.87,Single Phase,Active
CON01589,Consumer_1589,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,26.77,Single Phase,Active
CON01590,Consumer_1590,Commercial,Tariff V,Anna Nagar,Madurai,Analog Meter,2024-01-01,24.15,Three Phase,Active
CON01591,Consumer_1591,Commercial,Tariff V,Velachery,Coimbatore,Digital Meter,2024-01-01,24.91,Three Phase,Active
CON01592,Consumer_1592,Agricultural,Tariff IV,Velachery,Madurai,Analog Meter,2024-01-01,8.41,Single Phase,Active
CON01593,Consumer_1593,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,49.0,Three Phase,Active
CON01594,Consumer_1594,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,3.11,Three Phase,Active
CON01595,Consumer_1595,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,32.17,Three Phase,Active
CON01596,Consumer_1596,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,40.05,Single Phase,Active
CON01597,Consumer_1597,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,13.24,Three Phase,Active
CON01598,Consumer_1598,Residential,Tariff IA,KK Nagar,Chennai,Analog Meter,2024-01-01,54.45,Single Phase,Active
CON01599,Consumer_1599,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,50.47,Three Phase,Active
CON01600,Consumer_1600,Industrial,Tariff III,Velachery,Coimbatore,Digital Meter,2024-01-01,28.79,Three Phase,Active
CON01601,Consumer_1601,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,25.26,Single Phase,Active
CON01602,Consumer_1602,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,14.96,Three Phase,Active
CON01603,Consumer_1603,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,44.07,Three Phase,Active
CON01604,Consumer_1604,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,8.77,Three Phase,Active
CON01605,Consumer_1605,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,41.13,Single Phase,Active
CON01606,Consumer_1606,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,50.7,Three Phase,Active
CON01607,Consumer_1607,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,14.48,Three Phase,Active
CON01608,Consumer_1608,Commercial,Tariff V,Adyar,Chennai,Analog Meter,2024-01-01,52.12,Three Phase,Active
CON01609,Consumer_1609,Residential,Tariff IA,KK Nagar,Madurai,Smart Meter,2024-01-01,2.97,Three Phase,Active
CON01610,Consumer_1610,Residential,Tariff IA,KK Nagar,Madurai,Analog Meter,2024-01-01,54.85,Three Phase,Active
CON01611,Consumer_1611,Industrial,Tariff III,Velachery,Coimbatore,Analog Meter,2024-01-01,7.98,Single Phase,Active
CON01612,Consumer_1612,Commercial,Tariff V,Adyar,Madurai,Smart Meter,2024-01-01,39.1,Single Phase,Active
CON01613,Consumer_1613,Residential,Tariff IA,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,15.75,Three Phase,Active
CON01614,Consumer_1614,Residential,Tariff IA,Velachery,Madurai,Analog Meter,2024-01-01,50.36,Three Phase,Active
CON01615,Consumer_1615,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,31.23,Single Phase,Active
CON01616,Consumer_1616,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,8.98,Three Phase,Active
CON01617,Consumer_1617,Agricultural,Tariff IV,Adyar,Madurai,Digital Meter,2024-01-01,34.69,Three Phase,Active
CON01618,Consumer_1618,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,25.07,Three Phase,Active
CON01619,Consumer_1619,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,40.03,Three Phase,Active
CON01620,Consumer_1620,Commercial,Tariff V,Anna Nagar,Madurai,Analog Meter,2024-01-01,53.03,Three Phase,Active
CON01621,Consumer_1621,Residential,Tariff IA,Adyar,Coimbatore,Analog Meter,2024-01-01,25.15,Three Phase,Active
CON01622,Consumer_1622,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,18.1,Three Phase,Active
CON01623,Consumer_1623,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,1.86,Three Phase,Active
CON01624,Consumer_1624,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,34.92,Single Phase,Active
CON01625,Consumer_1625,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,24.73,Single Phase,Active
CON01626,Consumer_1626,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,23.1,Three Phase,Active
CON01627,Consumer_1627,Residential,Tariff IA,Anna Nagar,Madurai,Analog Meter,2024-01-01,11.79,Three Phase,Active
CON01628,Consumer_1628,Residential,Tariff IA,Velachery,Coimbatore,Analog Meter,2024-01-01,26.37,Three Phase,Active
CON01629,Consumer_1629,Residential,Tariff IA,Peelamedu,Madurai,Digital Meter,2024-01-01,59.08,Three Phase,Active
CON01630,Consumer_1630,Residential,Tariff IA,Adyar,Madurai,Analog Meter,2024-01-01,18.57,Single Phase,Active
CON01631,Consumer_1631,Commercial,Tariff V,Peelamedu,Coimbatore,Smart Meter,2024-01-01,36.38,Single Phase,Active
CON01632,Consumer_1632,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,46.81,Single Phase,Active
CON01633,Consumer_1633,Commercial,Tariff V,Adyar,Madurai,Digital Meter,2024-01-01,45.2,Single Phase,Active
CON01634,Consumer_1634,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,20.4,Three Phase,Active
CON01635,Consumer_1635,Industrial,Tariff III,Adyar,Coimbatore,Smart Meter,2024-01-01,37.04,Three Phase,Active
CON01636,Consumer_1636,Residential,Tariff IA,Adyar,Madurai,Smart Meter,2024-01-01,52.4,Three Phase,Active
CON01637,Consumer_1637,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,1.91,Single Phase,Active
CON01638,Consumer_1638,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,26.71,Three Phase,Active
CON01639,Consumer_1639,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,14.23,Three Phase,Active
CON01640,Consumer_1640,Industrial,Tariff III,Adyar,Chennai,Digital Meter,2024-01-01,23.93,Single Phase,Active
CON01641,Consumer_1641,Residential,Tariff IA,KK Nagar,Coimbatore,Digital Meter,2024-01-01,25.54,Single Phase,Active
CON01642,Consumer_1642,Commercial,Tariff V,Anna Nagar,Chennai,Smart Meter,2024-01-01,45.05,Single Phase,Active
CON01643,Consumer_1643,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,6.54,Single Phase,Active
CON01644,Consumer_1644,Commercial,Tariff V,Velachery,Chennai,Smart Meter,2024-01-01,31.24,Single Phase,Active
CON01645,Consumer_1645,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,34.29,Three Phase,Active
CON01646,Consumer_1646,Commercial,Tariff V,KK Nagar,Coimbatore,Digital Meter,2024-01-01,30.16,Three Phase,Active
CON01647,Consumer_1647,Residential,Tariff IA,Anna Nagar,Madurai,Smart Meter,2024-01-01,44.18,Single Phase,Active
CON01648,Consumer_1648,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,23.64,Three Phase,Active
CON01649,Consumer_1649,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,56.75,Three Phase,Active
CON01650,Consumer_1650,Commercial,Tariff V,Adyar,Chennai,Smart Meter,2024-01-01,29.43,Three Phase,Active
CON01651,Consumer_1651,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,34.7,Three Phase,Active
CON01652,Consumer_1652,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,49.71,Single Phase,Active
CON01653,Consumer_1653,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,17.24,Three Phase,Active
CON01654,Consumer_1654,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,5.44,Three Phase,Active
CON01655,Consumer_1655,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,42.76,Three Phase,Active
CON01656,Consumer_1656,Industrial,Tariff III,Peelamedu,Madurai,Smart Meter,2024-01-01,29.5,Single Phase,Active
CON01657,Consumer_1657,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,53.89,Three Phase,Active
CON01658,Consumer_1658,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,58.98,Single Phase,Active
CON01659,Consumer_1659,Residential,Tariff IA,Adyar,Chennai,Analog Meter,2024-01-01,24.55,Single Phase,Active
CON01660,Consumer_1660,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,25.51,Single Phase,Active
CON01661,Consumer_1661,Commercial,Tariff V,KK Nagar,Coimbatore,Smart Meter,2024-01-01,25.07,Single Phase,Active
CON01662,Consumer_1662,Residential,Tariff IA,Velachery,Madurai,Digital Meter,2024-01-01,20.15,Three Phase,Active
CON01663,Consumer_1663,Industrial,Tariff III,Velachery,Coimbatore,Digital Meter,2024-01-01,47.12,Single Phase,Active
CON01664,Consumer_1664,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,45.78,Single Phase,Active
CON01665,Consumer_1665,Agricultural,Tariff IV,KK Nagar,Chennai,Smart Meter,2024-01-01,29.24,Single Phase,Active
CON01666,Consumer_1666,Industrial,Tariff III,Peelamedu,Chennai,Smart Meter,2024-01-01,3.64,Single Phase,Active
CON01667,Consumer_1667,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,19.26,Single Phase,Active
CON01668,Consumer_1668,Industrial,Tariff III,Anna Nagar,Chennai,Digital Meter,2024-01-01,18.25,Three Phase,Active
CON01669,Consumer_1669,Residential,Tariff IA,Velachery,Coimbatore,Analog Meter,2024-01-01,48.85,Single Phase,Active
CON01670,Consumer_1670,Commercial,Tariff V,KK Nagar,Chennai,Smart Meter,2024-01-01,6.17,Three Phase,Active
CON01671,Consumer_1671,Residential,Tariff IA,Anna Nagar,Chennai,Analog Meter,2024-01-01,48.53,Three Phase,Active
CON01672,Consumer_1672,Industrial,Tariff III,Anna Nagar,Chennai,Smart Meter,2024-01-01,40.48,Single Phase,Active
CON01673,Consumer_1673,Industrial,Tariff III,Anna Nagar,Chennai,Digital Meter,2024-01-01,44.21,Three Phase,Active
CON01674,Consumer_1674,Commercial,Tariff V,Anna Nagar,Coimbatore,Smart Meter,2024-01-01,26.5,Three Phase,Active
CON01675,Consumer_1675,Commercial,Tariff V,Peelamedu,Madurai,Digital Meter,2024-01-01,41.1,Three Phase,Active
CON01676,Consumer_1676,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,36.93,Single Phase,Active
CON01677,Consumer_1677,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,46.37,Single Phase,Active
CON01678,Consumer_1678,Residential,Tariff IA,Peelamedu,Coimbatore,Smart Meter,2024-01-01,27.36,Single Phase,Active
CON01679,Consumer_1679,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,28.9,Single Phase,Active
CON01680,Consumer_1680,Commercial,Tariff V,Velachery,Madurai,Analog Meter,2024-01-01,38.97,Single Phase,Active
CON01681,Consumer_1681,Residential,Tariff IA,Anna Nagar,Chennai,Smart Meter,2024-01-01,7.38,Single Phase,Active
CON01682,Consumer_1682,Agricultural,Tariff IV,Anna Nagar,Coimbatore,Digital Meter,2024-01-01,26.74,Single Phase,Active
CON01683,Consumer_1683,Commercial,Tariff V,Anna Nagar,Madurai,Digital Meter,2024-01-01,58.35,Three Phase,Active
CON01684,Consumer_1684,Commercial,Tariff V,Velachery,Coimbatore,Analog Meter,2024-01-01,3.22,Three Phase,Active
CON01685,Consumer_1685,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,19.64,Single Phase,Active
CON01686,Consumer_1686,Industrial,Tariff III,Adyar,Madurai,Digital Meter,2024-01-01,19.53,Three Phase,Active
CON01687,Consumer_1687,Industrial,Tariff III,Peelamedu,Coimbatore,Analog Meter,2024-01-01,38.37,Single Phase,Active
CON01688,Consumer_1688,Residential,Tariff IA,Peelamedu,Coimbatore,Digital Meter,2024-01-01,7.24,Single Phase,Active
CON01689,Consumer_1689,Commercial,Tariff V,Velachery,Coimbatore,Smart Meter,2024-01-01,38.08,Single Phase,Active
CON01690,Consumer_1690,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,6.61,Three Phase,Active
CON01691,Consumer_1691,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,6.6,Single Phase,Active
CON01692,Consumer_1692,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,43.96,Single Phase,Active
CON01693,Consumer_1693,Residential,Tariff IA,Adyar,Chennai,Smart Meter,2024-01-01,20.12,Single Phase,Active
CON01694,Consumer_1694,Residential,Tariff IA,Velachery,Chennai,Analog Meter,2024-01-01,58.67,Single Phase,Active
CON01695,Consumer_1695,Residential,Tariff IA,Velachery,Madurai,Smart Meter,2024-01-01,3.2,Three Phase,Active
CON01696,Consumer_1696,Residential,Tariff IA,KK Nagar,Chennai,Digital Meter,2024-01-01,27.26,Single Phase,Active
CON01697,Consumer_1697,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,7.68,Three Phase,Active
CON01698,Consumer_1698,Residential,Tariff IA,Velachery,Chennai,Digital Meter,2024-01-01,21.73,Three Phase,Active
CON01699,Consumer_1699,Agricultural,Tariff IV,Peelamedu,Chennai,Digital Meter,2024-01-01,59.9,Single Phase,Active
CON01700,Consumer_1700,Residential,Tariff IA,Adyar,Coimbatore,Smart Meter,2024-01-01,53.44,Single Phase,Active
CON01701,Consumer_1701,Agricultural,Tariff IV,Anna Nagar,Chennai,Digital Meter,2024-01-01,3.85,Three Phase,Active
CON01702,Consumer_1702,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,34.23,Three Phase,Active
CON01703,Consumer_1703,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,39.22,Three Phase,Active
CON01704,Consumer_1704,Residential,Tariff IA,Peelamedu,Madurai,Smart Meter,2024-01-01,13.36,Three Phase,Active
CON01705,Consumer_1705,Residential,Tariff IA,KK Nagar,Coimbatore,Analog Meter,2024-01-01,9.56,Single Phase,Active
CON01706,Consumer_1706,Residential,Tariff IA,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,54.36,Three Phase,Active
CON01707,Consumer_1707,Commercial,Tariff V,Peelamedu,Coimbatore,Digital Meter,2024-01-01,58.16,Three Phase,Active
CON01708,Consumer_1708,Residential,Tariff IA,Adyar,Coimbatore,Digital Meter,2024-01-01,59.52,Three Phase,Active
CON01709,Consumer_1709,Commercial,Tariff V,Peelamedu,Madurai,Smart Meter,2024-01-01,47.6,Three Phase,Active
CON01710,Consumer_1710,Commercial,Tariff V,KK Nagar,Chennai,Analog Meter,2024-01-01,40.15,Single Phase,Active
CON01711,Consumer_1711,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,21.4,Single Phase,Active
CON01712,Consumer_1712,Residential,Tariff IA,Adyar,Madurai,Digital Meter,2024-01-01,11.11,Single Phase,Active
CON01713,Consumer_1713,Commercial,Tariff V,Anna Nagar,Coimbatore,Analog Meter,2024-01-01,5.66,Three Phase,Active
CON01714,Consumer_1714,Residential,Tariff IA,KK Nagar,Chennai,Smart Meter,2024-01-01,41.9,Three Phase,Active
CON01715,Consumer_1715,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,47.3,Single Phase,Active
CON01716,Consumer_1716,Agricultural,Tariff IV,Peelamedu,Madurai,Smart Meter,2024-01-01,49.76,Single Phase,Active
CON01717,Consumer_1717,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,54.91,Three Phase,Active
CON01718,Consumer_1718,Commercial,Tariff V,KK Nagar,Madurai,Smart Meter,2024-01-01,52.92,Single Phase,Active
CON01719,Consumer_1719,Agricultural,Tariff IV,KK Nagar,Chennai,Analog Meter,2024-01-01,59.98,Three Phase,Active
CON01720,Consumer_1720,Residential,Tariff IA,Velachery,Chennai,Smart Meter,2024-01-01,15.4,Three Phase,Active
CON01721,Consumer_1721,Residential,Tariff IA,Peelamedu,Chennai,Analog Meter,2024-01-01,46.04,Three Phase,Active
CON01722,Consumer_1722,Residential,Tariff IA,Velachery,Coimbatore,Smart Meter,2024-01-01,35.6,Three Phase,Active
CON01723,Consumer_1723,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,16.41,Three Phase,Active
CON01724,Consumer_1724,Residential,Tariff IA,KK Nagar,Madurai,Digital Meter,2024-01-01,58.93,Three Phase,Active
CON01725,Consumer_1725,Commercial,Tariff V,Anna Nagar,Madurai,Smart Meter,2024-01-01,53.98,Single Phase,Active
CON01726,Consumer_1726,Residential,Tariff IA,Anna Nagar,Chennai,Digital Meter,2024-01-01,8.58,Single Phase,Active
