Inspection_ID,Consumer_ID,Avg_Last6Months,Current_Month_Units,Consumption_Drop_Percentage,Voltage_Anomaly,Current_Anomaly,Meter_Tamper_Flag,Night_Usage_Ratio,Transformer_Loss_Percentage,Theft_Flag
INSP009034,CON01652,206.4986213333515,185.44,10.2,0,0,0,0.23,24.01,1
INSP009035,CON00245,184.93011452265034,193.01,-4.37,0,0,0,0.39,7.67,0
INSP009036,CON01605,318.41868642235124,333.67,-4.79,0,0,0,0.36,9.79,0
INSP009037,CON00666,1093.1986665109016,542.99,50.33,1,1,0,0.24,28.62,1
INSP009038,CON01612,1095.396274105548,948.94,13.37,0,0,0,0.38,8.59,1
INSP009039,CON01100,1014.3162532542201,951.94,6.15,0,0,0,0.48,27.87,0
INSP009040,CON01545,469.15255167716083,513.3,-9.41,0,0,0,0.44,27.57,0
INSP009041,CON01421,108.13605640482358,108.8,-0.61,0,0,0,0.22,13.83,0
INSP009042,CON00889,225.3148297857354,221.26,1.8,0,0,0,0.53,7.55,0
INSP009043,CON00005,486.7401359871834,456.32,6.25,0,0,1,0.26,14.3,1
INSP009044,CON01033,892.8729898189611,783.67,12.23,0,0,0,0.5,5.06,0
INSP009045,CON01649,785.5677274037014,719.27,8.44,0,0,0,0.66,6.2,0
INSP009046,CON01036,748.4461603592741,708.25,5.37,0,0,0,0.53,7.97,0
INSP009047,CON00836,541.5118770645549,484.82,10.47,0,0,0,0.68,24.44,0
INSP009048,CON00040,108.74623397359849,97.44,10.4,0,0,0,0.32,21.43,0
INSP009049,CON00172,934.462583758121,458.91,50.89,1,1,0,0.52,15.1,1
INSP009050,CON00682,656.6183749575752,525.62,19.95,0,0,0,0.48,28.91,0
INSP009051,CON00630,731.0173721029372,654.33,10.49,0,0,0,0.7,9.85,1
INSP009052,CON01657,791.7506572495537,737.44,6.86,0,0,0,0.38,22.94,1
INSP009053,CON01811,233.52158284832203,250.52,-7.28,0,0,0,0.54,29.63,0
INSP009054,CON01900,1183.6756923036485,1163.2,1.73,0,0,0,0.34,23.06,0
INSP009055,CON01502,173.62386447957255,161.83,6.79,0,0,0,0.21,24.69,1
INSP009056,CON01782,1102.6802018719034,1139.73,-3.36,0,0,0,0.31,21.52,1
INSP009057,CON00787,700.8052133948274,762.2,-8.76,0,0,0,0.29,8.91,0
INSP009058,CON01981,1089.6938821264582,944.87,13.29,0,0,0,0.64,23.56,0
INSP009059,CON00374,1089.8670123117256,1141.85,-4.77,0,0,0,0.52,8.72,1
INSP009060,CON00818,1067.8349252437142,860.35,19.43,0,0,0,0.7,19.55,0
INSP009061,CON01200,376.32981270952274,75.49,79.94,1,1,0,0.48,21.5,1
INSP009062,CON00077,1082.386081705134,1185.65,-9.54,0,0,0,0.27,14.15,0
INSP009063,CON01116,1156.5467630796861,991.28,14.29,0,0,0,0.75,7.49,0
INSP009064,CON00603,243.07443112636548,235.15,3.26,0,0,0,0.65,20.61,0
INSP009065,CON00155,226.15940829353224,223.63,1.12,0,0,0,0.31,20.41,1
INSP009066,CON01661,282.2424597375301,267.34,5.28,0,0,0,0.23,29.76,1
INSP009067,CON00024,639.6041447853557,597.07,6.65,0,0,0,0.24,26.41,0
INSP009068,CON00834,150.92260111100137,131.82,12.66,0,0,0,0.66,15.28,0
INSP009069,CON00664,826.688292191641,673.01,18.59,0,0,0,0.49,19.56,0
INSP009070,CON00315,779.6720940038663,645.33,17.23,0,0,0,0.42,19.63,0
INSP009071,CON01888,1187.588834543293,1054.58,11.2,0,0,0,0.46,25.43,0
INSP009072,CON01655,1175.784538249144,1081.96,7.98,0,0,0,0.46,21.32,0
INSP009073,CON00267,967.240542829646,337.57,65.1,1,1,0,0.22,23.54,1
INSP009074,CON01753,267.39883097769103,262.16,1.96,0,0,0,0.39,10.23,0
INSP009075,CON01065,528.6124144381586,450.85,14.71,0,0,0,0.52,16.4,0
INSP009076,CON01320,1107.0057899167095,979.37,11.53,0,0,1,0.23,16.15,0
INSP009077,CON01577,207.04401407278488,218.45,-5.51,0,0,0,0.56,25.01,0
INSP009078,CON01599,693.0143075599544,624.2,9.93,0,0,0,0.76,29.54,0
INSP009079,CON01689,891.2839693203545,928.63,-4.19,0,0,0,0.34,12.6,1
INSP009080,CON00282,249.0316465579421,271.99,-9.22,0,0,0,0.57,21.45,0
INSP009081,CON00495,965.1713907327339,870.3,9.83,0,0,0,0.3,18.51,0
INSP009082,CON00704,481.03037392799445,445.0,7.49,0,0,1,0.56,18.0,0
INSP009083,CON00597,495.06118186364154,437.54,11.62,0,0,0,0.4,23.38,0
INSP009084,CON00582,1063.3493298809208,898.1,15.54,0,0,0,0.55,14.46,0
INSP009085,CON00922,390.6244298866037,141.45,63.79,1,1,1,0.26,12.53,1
INSP009086,CON00976,387.53282380671976,390.25,-0.7,0,0,0,0.52,29.82,0
INSP009087,CON01351,893.6074428907177,810.5,9.3,0,0,0,0.3,23.1,0
INSP009088,CON00166,220.6616890661378,240.63,-9.05,0,0,0,0.46,27.41,1
INSP009089,CON00909,1002.8432526171839,924.02,7.86,0,0,0,0.5,7.98,0
INSP009090,CON00684,685.1584009995676,729.63,-6.49,0,0,0,0.39,25.0,0
INSP009091,CON00798,523.2151831063771,458.07,12.45,0,0,0,0.61,15.83,1
INSP009092,CON00585,928.1319473724485,925.53,0.28,0,0,0,0.57,18.97,1
INSP009093,CON00872,284.7593285749181,245.8,13.68,0,0,0,0.78,11.86,0
INSP009094,CON01616,957.8869153220974,916.03,4.37,0,0,0,0.3,5.32,0
INSP009095,CON00842,1013.3786038481406,1079.45,-6.52,0,0,0,0.33,5.73,0
INSP009096,CON01025,809.462942791569,775.63,4.18,0,0,0,0.5,5.45,0
INSP009097,CON00843,640.0619841645249,253.72,60.36,1,1,0,0.31,20.33,1
INSP009098,CON00445,529.070163557574,564.94,-6.78,0,0,0,0.52,24.63,0
INSP009099,CON00249,524.6446695215018,449.36,14.35,0,0,0,0.68,24.54,0
INSP009100,CON00484,624.112265447305,583.67,6.48,0,0,0,0.3,10.07,0
INSP009101,CON01174,470.3142215465135,447.55,4.84,0,0,0,0.54,6.76,0
INSP009102,CON00311,371.43135972891406,335.33,9.72,0,0,0,0.48,10.37,0
INSP009103,CON00357,656.7466683484848,625.88,4.7,0,0,0,0.57,8.52,1
INSP009104,CON00967,148.32618273094528,131.67,11.23,0,0,0,0.55,21.87,0
INSP009105,CON01697,362.73972551144357,296.61,18.23,0,0,0,0.78,28.95,0
INSP009106,CON01653,861.0641114583185,861.24,-0.02,0,0,0,0.54,22.28,0
INSP009107,CON00408,778.3744812966635,678.12,12.88,0,0,0,0.73,25.35,0
INSP009108,CON01549,929.8107095623911,954.17,-2.62,0,0,0,0.31,5.42,1
INSP009109,CON00335,1071.2536099690951,189.5,82.31,1,1,0,0.33,10.74,1
INSP009110,CON01837,644.9482332239628,523.18,18.88,0,0,0,0.21,9.01,0
INSP009111,CON00197,596.9010240098717,608.72,-1.98,0,0,0,0.34,26.06,0
INSP009112,CON00911,1044.9156866168114,1017.12,2.66,0,0,1,0.36,26.27,0
INSP009113,CON00306,604.7063070527057,651.69,-7.77,0,0,0,0.51,20.25,0
INSP009114,CON01551,952.9544026937169,963.91,-1.15,0,0,0,0.45,6.48,0
INSP009115,CON01902,457.62565204267634,485.54,-6.1,0,0,0,0.61,21.74,0
INSP009116,CON01958,1138.5485865506234,1248.76,-9.68,0,0,0,0.74,17.56,0
INSP009117,CON00326,1159.6355048580635,1112.21,4.09,0,0,0,0.35,10.93,0
INSP009118,CON01067,904.3942724552586,936.14,-3.51,0,0,0,0.2,21.04,0
INSP009119,CON01154,949.7455226943694,782.4,17.62,0,0,1,0.49,23.09,1
INSP009120,CON00558,519.8400391377445,473.83,8.85,0,0,0,0.63,20.58,0
INSP009121,CON00533,662.4272199450751,282.72,57.32,1,1,0,0.49,16.2,1
INSP009122,CON00320,927.3342418875643,788.33,14.99,0,0,0,0.22,7.8,0
INSP009123,CON00227,705.9103979338937,699.13,0.96,0,0,0,0.38,27.57,0
INSP009124,CON01601,922.058433880681,816.02,11.5,0,0,0,0.7,14.14,0
INSP009125,CON00276,834.4016100085897,689.22,17.4,0,0,0,0.7,26.3,0
INSP009126,CON00850,479.4620194616804,509.67,-6.3,0,0,0,0.75,14.53,0
INSP009127,CON01229,416.55210715169096,386.52,7.21,0,0,0,0.49,8.42,0
INSP009128,CON00816,1023.9661972136587,936.72,8.52,0,0,0,0.77,5.56,0
INSP009129,CON01067,486.75485988349806,406.88,16.41,0,0,0,0.32,19.46,1
INSP009130,CON00866,1152.3612566611698,965.68,16.2,0,0,1,0.41,19.19,1
INSP009131,CON01963,265.02271223729963,264.04,0.37,0,0,0,0.8,22.56,1
INSP009132,CON00925,1049.079783078179,1136.36,-8.32,0,0,0,0.72,24.28,0
INSP009133,CON01137,880.4675750618297,250.49,71.55,1,1,1,0.74,24.12,1
INSP009134,CON01451,1012.0011685511973,1073.73,-6.1,0,0,0,0.32,19.2,0
INSP009135,CON01605,1061.3892516372648,1064.79,-0.32,0,0,0,0.78,27.45,1
INSP009136,CON00508,535.8102710237079,561.42,-4.78,0,0,0,0.65,12.13,0
INSP009137,CON00393,497.26447071438184,462.7,6.95,0,0,0,0.3,17.5,0
INSP009138,CON00131,464.8195482099411,394.68,15.09,0,0,0,0.73,24.75,0
INSP009139,CON01982,695.8227396762514,732.91,-5.33,0,0,0,0.76,20.57,0
INSP009140,CON00413,143.7714445616194,122.02,15.13,0,0,0,0.42,20.42,0
INSP009141,CON00184,471.3184513312382,495.4,-5.11,0,0,0,0.42,21.53,0
INSP009142,CON01902,746.6671499031038,754.06,-0.99,0,0,0,0.57,5.38,0
INSP009143,CON01966,957.338227644551,887.36,7.31,0,0,0,0.69,15.07,0
INSP009144,CON01200,173.62385099771217,177.86,-2.44,0,0,0,0.51,15.25,0
INSP009145,CON00912,345.07094554657454,123.88,64.1,1,1,0,0.25,21.47,1
INSP009146,CON01405,772.3360289227937,707.77,8.36,0,0,0,0.51,8.44,0
INSP009147,CON00660,1045.539922860066,911.5,12.82,0,0,0,0.73,22.19,1
INSP009148,CON00269,854.4022409875795,894.3,-4.67,0,0,0,0.48,25.13,0
INSP009149,CON00242,956.7123033402208,788.52,17.58,0,0,0,0.33,8.41,1
INSP009150,CON01767,192.69983158311888,199.17,-3.36,0,0,0,0.59,13.49,1
INSP009151,CON00648,171.01076474010497,178.45,-4.35,0,0,0,0.43,18.35,1
INSP009152,CON01262,628.5076547837942,688.15,-9.49,0,0,1,0.65,15.46,0
INSP009153,CON00669,214.7581241772267,235.37,-9.6,0,0,0,0.75,28.14,0
INSP009154,CON00324,957.8998762346349,972.08,-1.48,0,0,0,0.41,26.02,0
INSP009155,CON01650,332.92304247593364,278.42,16.37,0,0,0,0.72,11.91,0
INSP009156,CON01761,1144.7995615759505,1143.54,0.11,0,0,0,0.37,25.5,0
INSP009157,CON00147,261.6519199877106,54.24,79.27,1,1,0,0.59,27.92,1
INSP009158,CON01182,271.5475957902041,294.19,-8.34,0,0,0,0.7,29.23,0
INSP009159,CON00279,939.6497656185887,863.35,8.12,0,0,0,0.67,26.92,0
INSP009160,CON00683,289.86984051373133,244.39,15.69,0,0,0,0.7,17.3,0
INSP009161,CON00453,827.8425005187311,847.05,-2.32,0,0,0,0.78,17.24,0
INSP009162,CON01560,1075.009881522038,1031.79,4.02,0,0,0,0.54,23.28,0
INSP009163,CON00695,196.38712307355684,178.38,9.17,0,0,1,0.33,9.57,0
INSP009164,CON01104,1082.5702850643506,1075.75,0.63,0,0,0,0.74,15.4,0
INSP009165,CON00340,986.938976467795,969.57,1.76,0,0,1,0.2,25.3,0
INSP009166,CON01889,1129.163780671972,909.88,19.42,0,0,0,0.48,28.4,0
INSP009167,CON00935,1066.0843267961895,873.55,18.06,0,0,0,0.41,15.27,0
INSP009168,CON00694,366.4469311198872,332.0,9.4,0,0,0,0.37,11.26,0
INSP009169,CON00005,642.1934604484553,157.59,75.46,1,1,0,0.21,17.07,1
INSP009170,CON01589,502.23216313752744,520.92,-3.72,0,0,1,0.65,18.6,0
INSP009171,CON01387,754.5925962582633,725.84,3.81,0,0,0,0.54,23.19,0
INSP009172,CON00535,871.1877972921914,778.58,10.63,0,0,0,0.23,6.49,1
INSP009173,CON00023,1152.3147489350986,1033.05,10.35,0,0,0,0.69,20.97,0
INSP009174,CON01240,755.9825420731191,609.55,19.37,0,0,0,0.54,24.35,0
INSP009175,CON01291,483.6526652339225,397.66,17.78,0,0,0,0.54,18.95,0
INSP009176,CON01490,958.8862643657233,903.08,5.82,0,0,1,0.23,10.89,0
INSP009177,CON01293,299.4994145344812,326.04,-8.86,0,0,0,0.39,10.26,0
INSP009178,CON01012,243.44838575329155,246.35,-1.19,0,0,0,0.74,16.7,0
INSP009179,CON00605,936.1568991237308,854.9,8.68,0,0,0,0.69,25.82,0
INSP009180,CON00172,459.24008391168496,496.07,-8.02,0,0,0,0.71,26.46,1
INSP009181,CON01278,503.2547909512932,80.12,84.08,1,1,1,0.43,12.11,1
INSP009182,CON00069,913.202317847867,843.34,7.65,0,0,0,0.71,8.63,1
INSP009183,CON00986,587.2180002337755,611.88,-4.2,0,0,0,0.37,7.6,0
INSP009184,CON00274,1006.1635102369911,868.62,13.67,0,0,0,0.31,19.33,0
INSP009185,CON01143,774.2132015326785,794.27,-2.59,0,0,0,0.7,28.89,0
INSP009186,CON00049,147.59412286167014,133.2,9.75,0,0,0,0.27,25.75,1
INSP009187,CON01447,719.325611529013,576.11,19.91,0,0,0,0.6,6.55,0
INSP009188,CON01853,224.78348951634007,229.1,-1.92,0,0,0,0.25,29.63,0
INSP009189,CON01298,996.7649396856444,1082.89,-8.64,0,0,1,0.36,25.52,0
INSP009190,CON00854,685.2948204557024,569.75,16.86,0,0,0,0.6,25.13,0
INSP009191,CON01998,405.88065825220303,431.49,-6.31,0,0,0,0.33,7.14,0
INSP009192,CON00131,446.6001446677968,372.91,16.5,0,0,0,0.41,12.81,0
INSP009193,CON01152,482.3926605050835,215.63,55.3,1,1,0,0.73,9.51,1
INSP009194,CON01948,1171.8671780525567,1044.72,10.85,0,0,0,0.24,22.41,1
INSP009195,CON00839,717.9825729253664,788.49,-9.82,0,0,0,0.26,20.7,0
INSP009196,CON01082,1150.9984075473938,1076.07,6.51,0,0,0,0.63,20.45,0
INSP009197,CON00174,874.8132073028489,945.32,-8.06,0,0,0,0.72,25.16,0
INSP009198,CON00768,1042.6335342996997,855.79,17.92,0,0,0,0.3,14.35,0
INSP009199,CON01024,178.90469312824948,154.47,13.66,0,0,0,0.43,12.63,0
INSP009200,CON00130,120.49478540119188,125.5,-4.15,0,0,0,0.67,16.23,0
INSP009201,CON01899,716.0762193906525,761.62,-6.36,0,0,1,0.33,11.81,1
INSP009202,CON00626,848.4564066798741,718.81,15.28,0,0,0,0.36,22.79,0
INSP009203,CON01568,160.97853445783076,170.8,-6.1,0,0,0,0.78,14.03,1
INSP009204,CON01709,406.19567505998907,440.8,-8.52,0,0,1,0.29,9.74,0
INSP009205,CON00878,1082.584248859935,465.51,57.0,1,1,0,0.3,21.07,1
INSP009206,CON00974,656.024950294697,688.83,-5.0,0,0,0,0.51,29.78,0
INSP009207,CON01554,421.21024653742865,395.18,6.18,0,0,0,0.59,6.08,0
INSP009208,CON00834,154.70487448987734,166.59,-7.68,0,0,0,0.59,26.56,1
INSP009209,CON01711,1026.9737101783633,1090.54,-6.19,0,0,1,0.46,23.41,0
INSP009210,CON00958,719.940750601525,630.67,12.4,0,0,0,0.62,21.99,0
INSP009211,CON00415,112.28048390356462,92.33,17.77,0,0,1,0.5,23.78,0
INSP009212,CON00973,112.64451300601681,108.34,3.82,0,0,0,0.41,28.57,1
INSP009213,CON00125,331.7914124160616,290.82,12.35,0,0,0,0.32,13.39,0
INSP009214,CON01667,215.9178268835224,200.33,7.22,0,0,0,0.32,18.72,0
INSP009215,CON00296,410.195706087356,405.03,1.26,0,0,1,0.35,16.53,0
INSP009216,CON00639,1123.5741272378787,965.15,14.1,0,0,0,0.44,18.49,0
INSP009217,CON00289,1115.3868717513926,612.01,45.13,1,1,0,0.72,17.39,0
INSP009218,CON01992,488.80539438929367,451.51,7.63,0,0,1,0.42,24.18,0
INSP009219,CON00461,896.1907759418217,804.87,10.19,0,0,0,0.6,22.46,0
INSP009220,CON01521,843.1740698402884,839.13,0.48,0,0,0,0.61,8.29,0
INSP009221,CON00772,109.02468992704144,101.91,6.53,0,0,0,0.47,13.81,0
INSP009222,CON00302,325.64665218431924,292.79,10.09,0,0,0,0.32,25.85,1
INSP009223,CON00923,135.0260034769437,144.26,-6.84,0,0,0,0.27,11.3,0
INSP009224,CON01044,580.2780529437277,541.34,6.71,0,0,0,0.35,9.25,0
INSP009225,CON00943,828.1414482805544,735.72,11.16,0,0,0,0.56,7.45,0
INSP009226,CON00517,1077.188480818162,1046.38,2.86,0,0,0,0.72,25.96,0
INSP009227,CON01306,440.1414949631845,460.08,-4.53,0,0,0,0.62,19.13,1
INSP009228,CON01782,780.1738270937321,701.22,10.12,0,0,0,0.55,10.87,0
INSP009229,CON00668,892.9608586745663,324.77,63.63,1,1,0,0.62,17.43,1
INSP009230,CON01047,773.8494676820748,792.89,-2.46,0,0,0,0.5,18.18,0
INSP009231,CON01474,899.2817354536805,809.71,9.96,0,0,1,0.28,21.76,0
INSP009232,CON01613,969.8165689870975,865.56,10.75,0,0,0,0.6,12.48,0
INSP009233,CON00998,468.21317819818717,472.99,-1.02,0,0,0,0.23,27.46,0
INSP009234,CON01375,708.6302841418233,659.45,6.94,0,0,0,0.51,25.77,0
INSP009235,CON01573,485.57771095685075,408.18,15.94,0,0,1,0.2,19.78,0
INSP009236,CON01035,970.2828495280967,792.62,18.31,0,0,0,0.71,21.24,1
INSP009237,CON01250,870.1412030868705,806.97,7.26,0,0,0,0.69,24.59,0
INSP009238,CON01507,331.2275886456427,340.4,-2.77,0,0,0,0.52,11.3,1
INSP009239,CON01382,344.80257932203136,294.53,14.58,0,0,0,0.54,12.02,0
INSP009240,CON01421,625.7388222582613,678.8,-8.48,0,0,0,0.26,8.37,0
INSP009241,CON00196,283.31298850856126,120.35,57.52,1,1,0,0.4,26.08,1
INSP009242,CON00403,285.7520000911905,283.87,0.66,0,0,0,0.57,25.07,0
INSP009243,CON00677,441.9610261797527,478.33,-8.23,0,0,0,0.41,11.19,0
INSP009244,CON00506,624.245979333232,540.47,13.42,0,0,0,0.56,18.46,0
INSP009245,CON00096,393.02221315306576,364.88,7.16,0,0,0,0.32,7.17,0
INSP009246,CON00338,1037.8339506911661,1004.42,3.22,0,0,0,0.31,26.07,0
INSP009247,CON00036,303.8742574330126,326.51,-7.45,0,0,0,0.51,21.35,0
INSP009248,CON01207,448.02882179115414,377.06,15.84,0,0,0,0.75,5.18,0
INSP009249,CON01154,500.29454327082226,400.99,19.85,0,0,0,0.48,29.77,0
INSP009250,CON00579,1027.3863041245272,1009.82,1.71,0,0,0,0.2,6.2,0
INSP009251,CON00213,605.4022863492733,524.7,13.33,0,0,0,0.51,23.56,0
INSP009252,CON00450,611.8132189928826,573.82,6.21,0,0,0,0.73,24.39,0
INSP009253,CON01736,833.6703824103571,327.97,60.66,1,1,0,0.8,9.87,1
INSP009254,CON00511,446.98779992480485,431.57,3.45,0,0,0,0.48,6.65,0
INSP009255,CON00336,595.6301893799878,524.69,11.91,0,0,0,0.6,24.91,1
INSP009256,CON00932,1056.8104608536335,960.64,9.1,0,0,0,0.65,14.99,0
INSP009257,CON00508,1116.4935990279723,935.96,16.17,0,0,0,0.46,13.27,0
INSP009258,CON00073,246.04233531659693,219.84,10.65,0,0,1,0.29,21.2,0
INSP009259,CON01494,890.3977083146799,904.73,-1.61,0,0,0,0.34,29.23,0
INSP009260,CON00966,465.7574201569456,451.6,3.04,0,0,0,0.35,10.51,1
INSP009261,CON01884,194.30703056138114,163.94,15.63,0,0,0,0.71,11.61,1
INSP009262,CON01866,742.1165419479554,761.78,-2.65,0,0,0,0.76,21.1,0
INSP009263,CON00276,1061.3864006264394,917.57,13.55,0,0,0,0.62,19.66,0
INSP009264,CON00867,879.7305054655822,742.93,15.55,0,0,0,0.35,26.1,0
INSP009265,CON00821,736.4388600880045,174.76,76.27,1,1,0,0.4,16.72,1
INSP009266,CON00582,944.4147202895276,998.91,-5.77,0,0,0,0.68,18.5,0
INSP009267,CON00566,348.4418701421014,330.95,5.02,0,0,0,0.54,10.67,0
INSP009268,CON00187,274.40897306195893,224.36,18.24,0,0,0,0.22,18.45,0
INSP009269,CON01228,501.88762200656794,530.55,-5.71,0,0,1,0.4,5.68,0
INSP009270,CON01035,1026.1200614368745,835.77,18.55,0,0,0,0.61,10.12,1
INSP009271,CON01791,678.9204477412551,615.44,9.35,0,0,0,0.66,11.1,0
INSP009272,CON01983,324.9062352863105,287.22,11.6,0,0,0,0.38,7.27,0
INSP009273,CON00734,908.4789302183837,922.02,-1.49,0,0,0,0.48,19.6,0
INSP009274,CON01112,717.9413891725657,720.38,-0.34,0,0,0,0.24,21.84,0
INSP009275,CON00665,256.55973890988327,276.11,-7.62,0,0,0,0.75,13.62,0
INSP009276,CON00307,284.3045529969734,258.92,8.93,0,0,0,0.6,16.13,1
INSP009277,CON00484,612.8859765482465,287.5,53.09,1,1,0,0.56,6.13,1
INSP009278,CON01044,376.69447745234515,359.14,4.66,0,0,0,0.56,26.76,0
INSP009279,CON01059,983.4460070753063,909.88,7.48,0,0,0,0.25,11.67,0
INSP009280,CON01035,981.8223002164182,986.63,-0.49,0,0,0,0.59,6.2,1
INSP009281,CON01656,506.67931938392957,539.41,-6.46,0,0,0,0.43,10.04,0
INSP009282,CON00080,1076.688244208582,875.24,18.71,0,0,0,0.56,26.11,0
INSP009283,CON01440,1016.037355377393,932.11,8.26,0,0,0,0.61,5.69,0
INSP009284,CON01736,1092.3432413153273,1185.08,-8.49,0,0,0,0.57,24.37,0
INSP009285,CON01682,673.0356901374903,734.62,-9.15,0,0,0,0.24,6.95,0
INSP009286,CON01497,967.2040273692932,862.17,10.86,0,0,0,0.55,22.0,1
INSP009287,CON00077,737.7380026088044,645.45,12.51,0,0,0,0.38,14.9,0
INSP009288,CON01308,772.9712800843917,659.65,14.66,0,0,0,0.69,27.52,0
INSP009289,CON00450,461.3457889797637,219.37,52.45,1,1,0,0.22,25.81,1
INSP009290,CON01600,676.9628004604326,659.56,2.57,0,0,0,0.66,11.81,0
INSP009291,CON00738,1105.8218781189853,1115.22,-0.85,0,0,0,0.73,18.94,0
INSP009292,CON00830,649.8718845069378,630.38,3.0,0,0,0,0.29,22.36,0
INSP009293,CON00643,103.90674256209613,112.12,-7.9,0,0,0,0.52,15.34,0
INSP009294,CON01457,722.7220747809143,671.26,7.12,0,0,0,0.39,6.55,0
INSP009295,CON01051,562.1581496377173,562.05,0.02,0,0,0,0.67,21.35,0
INSP009296,CON01622,1104.7611819646777,989.87,10.4,0,0,0,0.46,5.35,0
INSP009297,CON01097,409.0128752951559,424.84,-3.87,0,0,0,0.35,26.98,0
INSP009298,CON00512,568.0043557508795,528.02,7.04,0,0,0,0.78,9.58,0
INSP009299,CON00435,923.5471731677735,866.84,6.14,0,0,0,0.54,10.21,0
INSP009300,CON01917,1143.3024329240184,1053.67,7.84,0,0,0,0.69,17.12,0
INSP009301,CON01747,423.60132212794775,179.27,57.68,1,1,0,0.49,20.84,1
INSP009302,CON01203,528.0944015436976,441.8,16.34,0,0,0,0.61,18.48,0
INSP009303,CON00075,1079.287441719561,1109.83,-2.83,0,0,0,0.22,18.86,0
INSP009304,CON01375,1012.1728196176282,1073.41,-6.05,0,0,0,0.28,13.69,0
INSP009305,CON00725,127.86972328800559,127.65,0.17,0,0,0,0.36,5.85,0
INSP009306,CON00550,552.8153849589531,446.12,19.3,0,0,1,0.26,23.95,0
INSP009307,CON01193,535.0145325095224,497.24,7.06,0,0,0,0.36,13.41,0
INSP009308,CON00099,316.7243461219736,310.23,2.05,0,0,0,0.36,17.96,0
INSP009309,CON01429,621.7678590784833,570.04,8.32,0,0,0,0.36,23.07,1
INSP009310,CON00698,707.2703341748605,746.67,-5.57,0,0,0,0.25,20.94,0
INSP009311,CON01214,456.47877059640484,437.99,4.05,0,0,0,0.51,15.17,0
INSP009312,CON00818,217.82053280444336,187.41,13.96,0,0,0,0.59,23.16,0
INSP009313,CON00296,1143.0338725876175,544.66,52.35,1,1,0,0.42,12.99,1
INSP009314,CON01710,680.9898580782848,581.63,14.59,0,0,0,0.21,21.25,0
INSP009315,CON01582,1087.1207977281197,1147.13,-5.52,0,0,1,0.24,21.71,1
INSP009316,CON01427,424.5673190669057,372.13,12.35,0,0,0,0.25,14.79,0
INSP009317,CON01353,135.37156383610818,146.69,-8.36,0,0,0,0.44,29.71,0
INSP009318,CON00107,300.0541336934324,293.93,2.04,0,0,0,0.3,23.06,0
INSP009319,CON01491,991.8760592488238,873.05,11.98,0,0,0,0.8,8.3,0
INSP009320,CON00652,381.4862479503217,377.14,1.14,0,0,0,0.49,8.14,0
INSP009321,CON01231,783.3775000950844,788.23,-0.62,0,0,1,0.39,12.66,0
INSP009322,CON01311,537.9773853978372,514.58,4.35,0,0,0,0.53,22.98,1
INSP009323,CON00103,880.4368863283455,836.86,4.95,0,0,0,0.34,22.88,0
INSP009324,CON00023,358.1074743080276,389.44,-8.75,0,0,0,0.38,10.4,0
INSP009325,CON01410,451.4891505028051,223.53,50.49,1,1,0,0.23,28.24,1
INSP009326,CON00972,365.73265039433244,342.47,6.36,0,0,0,0.39,14.49,0
INSP009327,CON01602,385.7583802870174,365.85,5.16,0,0,0,0.25,8.4,0
INSP009328,CON01458,575.3181776669351,558.35,2.95,0,0,0,0.26,14.13,0
INSP009329,CON00512,274.38046215495126,268.34,2.2,0,0,0,0.73,29.52,0
INSP009330,CON01307,128.13500090860018,138.99,-8.47,0,0,1,0.78,18.15,0
INSP009331,CON00789,1144.342501983718,1233.94,-7.83,0,0,0,0.53,29.02,0
INSP009332,CON00246,213.40328257507394,179.0,16.12,0,0,0,0.41,19.8,0
INSP009333,CON00519,394.83823616390043,385.68,2.32,0,0,0,0.45,18.62,0
INSP009334,CON01075,934.3496278020334,919.77,1.56,0,0,0,0.59,10.61,0
INSP009335,CON00371,806.0831138962673,873.07,-8.31,0,0,0,0.67,25.99,0
INSP009336,CON01948,978.34783632963,1040.28,-6.33,0,0,0,0.49,24.03,0
INSP009337,CON01114,532.1470862984609,242.45,54.44,1,1,0,0.3,20.6,0
INSP009338,CON00170,661.862305121425,588.2,11.13,0,0,0,0.59,16.81,0
INSP009339,CON01501,396.86885724790505,326.42,17.75,0,0,0,0.55,11.16,0
INSP009340,CON01776,141.41985781344997,131.22,7.21,0,0,0,0.35,26.67,0
INSP009341,CON00826,325.4833358814964,299.61,7.95,0,0,0,0.67,22.39,1
INSP009342,CON01875,1090.35938806183,1043.8,4.27,0,0,0,0.37,7.14,0
INSP009343,CON01902,1144.9315226241545,1205.84,-5.32,0,0,1,0.32,12.8,0
INSP009344,CON00425,804.9228317613548,802.27,0.33,0,0,0,0.78,9.13,0
INSP009345,CON01533,1104.3030792756003,908.29,17.75,0,0,0,0.59,22.33,0
INSP009346,CON01862,232.72416055338476,228.19,1.95,0,0,0,0.24,17.14,1
INSP009347,CON01414,935.0332168751326,952.14,-1.83,0,0,1,0.62,21.65,0
INSP009348,CON00260,970.993151048318,1024.2,-5.48,0,0,0,0.35,7.49,0
INSP009349,CON00575,991.7404139966073,356.03,64.1,1,1,0,0.61,26.53,1
INSP009350,CON01637,1044.9169914736417,870.1,16.73,0,0,0,0.31,12.66,0
INSP009351,CON01166,414.02270753401393,351.84,15.02,0,0,0,0.62,29.47,0
INSP009352,CON00476,376.5002445788347,381.39,-1.3,0,0,0,0.45,17.49,0
