Reading_ID,Consumer_ID,Reading_Date,Units_Consumed,Voltage,Current,Power_Factor,Meter_Status
RD0021674,CON01807,2025-02-01,664,223.7,3.13,0.97,Normal
RD0021675,CON01807,2025-03-04,391,235.3,2.1,0.85,Normal
RD0021676,CON01807,2025-04-04,550,231.8,2.56,0.98,Normal
RD0021677,CON01807,2025-05-05,705,228.2,3.39,0.95,Normal
RD0021678,CON01807,2025-06-05,174,219.1,1.06,0.75,Tampered
RD0021679,CON01807,2025-07-06,191,227.2,1.3,0.67,Tampered
RD0021680,CON01807,2025-08-06,162,225.2,0.99,0.75,Tampered
RD0021681,CON01807,2025-09-06,117,233.6,0.77,0.69,Tampered
RD0021682,CON01807,2025-10-07,134,231.5,0.78,0.78,Tampered
RD0021683,CON01807,2025-11-07,207,234.6,1.23,0.77,Tampered
RD0021684,CON01807,2025-12-08,215,234.2,1.49,0.66,Tampered
RD0021685,CON01808,2025-01-01,135,225.5,0.64,0.96,Normal
RD0021686,CON01808,2025-02-01,167,224.0,0.79,0.97,Normal
RD0021687,CON01808,2025-03-04,143,233.4,0.72,0.91,Normal
RD0021688,CON01808,2025-04-04,145,224.3,0.7,0.94,Normal
RD0021689,CON01808,2025-05-05,160,221.5,0.79,0.92,Normal
RD0021690,CON01808,2025-06-05,150,244.2,0.78,0.88,Normal
RD0021691,CON01808,2025-07-06,134,224.2,0.65,0.94,Normal
RD0021692,CON01808,2025-08-06,148,222.3,0.78,0.87,Normal
RD0021693,CON01808,2025-09-06,128,225.7,0.6,0.98,Normal
RD0021694,CON01808,2025-10-07,172,234.0,0.81,0.97,Normal
RD0021695,CON01808,2025-11-07,181,227.7,0.85,0.97,Normal
RD0021696,CON01808,2025-12-08,139,237.8,0.71,0.9,Normal
RD0021697,CON01809,2025-01-01,80,237.7,0.42,0.87,Normal
RD0021698,CON01809,2025-02-01,177,238.9,0.85,0.95,Normal
RD0021699,CON01809,2025-03-04,180,226.6,0.96,0.86,Normal
RD0021700,CON01809,2025-04-04,183,227.5,0.9,0.93,Normal
RD0021701,CON01809,2025-05-05,128,229.4,0.66,0.89,Normal
RD0021702,CON01809,2025-06-05,166,236.1,0.88,0.86,Normal
RD0021703,CON01809,2025-07-06,173,241.4,0.92,0.86,Normal
RD0021704,CON01809,2025-08-06,121,227.6,0.64,0.87,Normal
RD0021705,CON01809,2025-09-06,127,229.9,0.62,0.94,Normal
RD0021706,CON01809,2025-10-07,125,220.1,0.62,0.92,Normal
RD0021707,CON01809,2025-11-07,173,226.6,0.92,0.86,Normal
RD0021708,CON01809,2025-12-08,142,232.7,0.71,0.91,Normal
RD0021709,CON01810,2025-01-01,114,220.8,0.6,0.87,Normal
RD0021710,CON01810,2025-02-01,141,241.8,0.67,0.96,Normal
RD0021711,CON01810,2025-03-04,106,219.6,0.52,0.93,Normal
RD0021712,CON01810,2025-04-04,101,239.6,0.48,0.97,Normal
RD0021713,CON01810,2025-05-05,140,218.8,0.69,0.93,Normal
RD0021714,CON01810,2025-06-05,137,229.8,0.68,0.92,Normal
RD0021715,CON01810,2025-07-06,175,229.3,0.91,0.88,Normal
RD0021716,CON01810,2025-08-06,187,233.2,1.0,0.85,Normal
RD0021717,CON01810,2025-09-06,152,216.8,0.75,0.93,Normal
RD0021718,CON01810,2025-10-07,165,227.1,0.79,0.95,Normal
RD0021719,CON01810,2025-11-07,105,221.2,0.5,0.95,Normal
RD0021720,CON01810,2025-12-08,122,230.9,0.61,0.92,Normal
RD0021721,CON01811,2025-01-01,706,231.4,3.54,0.91,Normal
RD0021722,CON01811,2025-02-01,676,229.9,3.39,0.91,Normal
RD0021723,CON01811,2025-03-04,326,222.0,1.57,0.95,Normal
RD0021724,CON01811,2025-04-04,547,219.0,2.94,0.85,Normal
RD0021725,CON01811,2025-05-05,650,225.5,3.45,0.86,Normal
RD0021726,CON01811,2025-06-05,622,228.8,2.93,0.97,Normal
RD0021727,CON01811,2025-07-06,359,232.0,1.69,0.97,Normal
RD0021728,CON01811,2025-08-06,583,233.5,3.1,0.86,Normal
RD0021729,CON01811,2025-09-06,559,237.0,2.6,0.98,Normal
RD0021730,CON01811,2025-10-07,495,232.4,2.33,0.97,Normal
RD0021731,CON01811,2025-11-07,553,230.1,2.9,0.87,Normal
RD0021732,CON01811,2025-12-08,777,233.6,4.17,0.85,Normal
RD0021733,CON01812,2025-01-01,770,251.7,3.86,0.91,Normal
RD0021734,CON01812,2025-02-01,618,229.3,3.24,0.87,Normal
RD0021735,CON01812,2025-03-04,653,224.8,3.17,0.94,Normal
RD0021736,CON01812,2025-04-04,542,224.1,2.58,0.96,Normal
RD0021737,CON01812,2025-05-05,491,226.5,2.44,0.92,Normal
RD0021738,CON01812,2025-06-05,681,219.3,3.31,0.94,Normal
RD0021739,CON01812,2025-07-06,455,236.5,2.14,0.97,Normal
RD0021740,CON01812,2025-08-06,540,225.3,2.54,0.97,Normal
RD0021741,CON01812,2025-09-06,595,236.1,2.89,0.94,Normal
RD0021742,CON01812,2025-10-07,686,233.2,3.37,0.93,Normal
RD0021743,CON01812,2025-11-07,786,218.5,4.03,0.89,Normal
RD0021744,CON01812,2025-12-08,575,220.3,2.71,0.97,Normal
RD0021745,CON01813,2025-01-01,146,222.9,0.77,0.87,Normal
RD0021746,CON01813,2025-02-01,157,235.6,0.78,0.92,Normal
RD0021747,CON01813,2025-03-04,117,230.8,0.59,0.91,Normal
RD0021748,CON01813,2025-04-04,132,232.2,0.64,0.94,Normal
RD0021749,CON01813,2025-05-05,193,220.9,1.02,0.86,Normal
RD0021750,CON01813,2025-06-05,137,227.9,0.72,0.87,Normal
RD0021751,CON01813,2025-07-06,180,230.2,0.96,0.86,Normal
RD0021752,CON01813,2025-08-06,180,232.5,0.89,0.92,Normal
RD0021753,CON01813,2025-09-06,157,238.0,0.73,0.98,Normal
RD0021754,CON01813,2025-10-07,140,221.4,0.67,0.96,Normal
RD0021755,CON01813,2025-11-07,136,238.5,0.73,0.85,Normal
RD0021756,CON01813,2025-12-08,182,221.3,0.92,0.9,Normal
RD0021757,CON01814,2025-01-01,108,255.1,0.51,0.96,Normal
RD0021758,CON01814,2025-02-01,179,225.2,0.88,0.93,Normal
RD0021759,CON01814,2025-03-04,135,239.3,0.72,0.86,Normal
RD0021760,CON01814,2025-04-04,93,225.3,0.44,0.97,Normal
RD0021761,CON01814,2025-05-05,136,231.4,0.72,0.86,Normal
RD0021762,CON01814,2025-06-05,138,245.8,0.67,0.94,Normal
RD0021763,CON01814,2025-07-06,163,235.2,0.79,0.94,Normal
RD0021764,CON01814,2025-08-06,144,247.0,0.69,0.95,Normal
RD0021765,CON01814,2025-09-06,70,229.4,0.33,0.98,Normal
RD0021766,CON01814,2025-10-07,150,243.2,0.74,0.92,Normal
RD0021767,CON01814,2025-11-07,171,224.5,0.88,0.89,Normal
RD0021768,CON01814,2025-12-08,165,210.6,0.87,0.87,Normal
RD0021769,CON01815,2025-01-01,176,237.3,0.9,0.89,Normal
RD0021770,CON01815,2025-02-01,142,219.9,0.67,0.97,Normal
RD0021771,CON01815,2025-03-04,146,227.7,0.69,0.96,Normal
RD0021772,CON01815,2025-04-04,149,227.8,0.7,0.97,Normal
RD0021773,CON01815,2025-05-05,190,236.9,0.97,0.89,Normal
RD0021774,CON01815,2025-06-05,195,233.4,1.0,0.89,Normal
RD0021775,CON01815,2025-07-06,144,230.1,0.68,0.96,Normal
RD0021776,CON01815,2025-08-06,143,224.7,0.75,0.87,Normal
RD0021777,CON01815,2025-09-06,172,226.9,0.91,0.86,Normal
RD0021778,CON01815,2025-10-07,164,226.9,0.77,0.97,Normal
RD0021779,CON01815,2025-11-07,160,223.6,0.76,0.96,Normal
RD0021780,CON01815,2025-12-08,171,229.7,0.9,0.87,Normal
RD0021781,CON01816,2025-01-01,46,217.4,0.23,0.91,Normal
RD0021782,CON01816,2025-02-01,41,218.5,0.22,0.85,Normal
RD0021783,CON01816,2025-03-04,49,245.0,0.24,0.94,Normal
RD0021784,CON01816,2025-04-04,43,235.3,0.21,0.94,Normal
RD0021785,CON01816,2025-05-05,47,239.8,0.25,0.86,Normal
RD0021786,CON01816,2025-06-05,34,237.6,0.18,0.86,Normal
RD0021787,CON01816,2025-07-06,35,231.6,0.18,0.87,Normal
RD0021788,CON01816,2025-08-06,61,221.1,0.31,0.9,Normal
RD0021789,CON01816,2025-09-06,49,224.4,0.26,0.85,Normal
RD0021790,CON01816,2025-10-07,60,223.6,0.29,0.95,Normal
RD0021791,CON01816,2025-11-07,54,226.6,0.27,0.92,Normal
RD0021792,CON01816,2025-12-08,43,227.8,0.21,0.94,Normal
RD0021793,CON01817,2025-01-01,127,230.9,0.62,0.94,Normal
RD0021794,CON01817,2025-02-01,142,220.6,0.68,0.96,Normal
RD0021795,CON01817,2025-03-04,108,237.8,0.53,0.93,Normal
RD0021796,CON01817,2025-04-04,188,232.1,0.99,0.87,Normal
RD0021797,CON01817,2025-05-05,109,231.9,0.57,0.88,Normal
RD0021798,CON01817,2025-06-05,95,228.4,0.49,0.88,Normal
RD0021799,CON01817,2025-07-06,145,222.4,0.68,0.97,Normal
RD0021800,CON01817,2025-08-06,148,227.5,0.77,0.88,Normal
RD0021801,CON01817,2025-09-06,193,238.0,0.96,0.92,Normal
RD0021802,CON01817,2025-10-07,161,233.7,0.77,0.95,Normal
RD0021803,CON01817,2025-11-07,177,215.1,0.85,0.95,Normal
RD0021804,CON01817,2025-12-08,114,230.8,0.57,0.92,Normal
RD0021805,CON01818,2025-01-01,415,225.1,1.97,0.96,Normal
RD0021806,CON01818,2025-02-01,529,231.0,2.54,0.95,Normal
RD0021807,CON01818,2025-03-04,417,214.2,2.03,0.94,Normal
RD0021808,CON01818,2025-04-04,492,237.8,2.32,0.97,Normal
RD0021809,CON01818,2025-05-05,804,235.8,3.95,0.93,Normal
RD0021810,CON01818,2025-06-05,599,229.4,2.85,0.96,Normal
RD0021811,CON01818,2025-07-06,721,221.8,3.43,0.96,Normal
RD0021812,CON01818,2025-08-06,803,239.5,3.78,0.97,Normal
RD0021813,CON01818,2025-09-06,524,234.5,2.57,0.93,Normal
RD0021814,CON01818,2025-10-07,752,233.0,3.61,0.95,Normal
RD0021815,CON01818,2025-11-07,414,220.4,2.03,0.93,Normal
RD0021816,CON01818,2025-12-08,444,220.7,2.25,0.9,Normal
RD0021817,CON01819,2025-01-01,576,237.7,2.8,0.94,Normal
RD0021818,CON01819,2025-02-01,573,209.1,2.78,0.94,Normal
RD0021819,CON01819,2025-03-04,416,247.0,2.21,0.86,Normal
RD0021820,CON01819,2025-04-04,562,245.5,2.79,0.92,Normal
RD0021821,CON01819,2025-05-05,541,231.7,2.81,0.88,Normal
RD0021822,CON01819,2025-06-05,636,227.5,3.12,0.93,Normal
RD0021823,CON01819,2025-07-06,602,228.8,2.89,0.95,Normal
RD0021824,CON01819,2025-08-06,725,222.4,3.72,0.89,Normal
RD0021825,CON01819,2025-09-06,555,227.9,2.61,0.97,Normal
RD0021826,CON01819,2025-10-07,549,227.5,2.85,0.88,Normal
RD0021827,CON01819,2025-11-07,648,236.4,3.29,0.9,Normal
RD0021828,CON01819,2025-12-08,548,227.7,2.61,0.96,Normal
RD0021829,CON01820,2025-01-01,118,240.5,0.59,0.91,Normal
RD0021830,CON01820,2025-02-01,145,241.3,0.7,0.95,Normal
RD0021831,CON01820,2025-03-04,132,227.9,0.65,0.93,Normal
RD0021832,CON01820,2025-04-04,132,240.0,0.69,0.87,Normal
RD0021833,CON01820,2025-05-05,132,221.9,0.68,0.89,Normal
RD0021834,CON01820,2025-06-05,134,236.4,0.69,0.89,Normal
RD0021835,CON01820,2025-07-06,180,223.9,0.96,0.86,Normal
RD0021836,CON01820,2025-08-06,105,229.1,0.51,0.94,Normal
RD0021837,CON01820,2025-09-06,171,229.7,0.84,0.93,Normal
RD0021838,CON01820,2025-10-07,128,234.1,0.63,0.93,Normal
RD0021839,CON01820,2025-11-07,121,239.9,0.57,0.97,Normal
RD0021840,CON01820,2025-12-08,89,218.8,0.42,0.97,Normal
RD0021841,CON01821,2025-01-01,155,242.4,0.76,0.93,Normal
RD0021842,CON01821,2025-02-01,116,235.6,0.58,0.91,Normal
RD0021843,CON01821,2025-03-04,148,234.4,0.75,0.9,Normal
RD0021844,CON01821,2025-04-04,180,228.3,0.89,0.92,Normal
RD0021845,CON01821,2025-05-05,186,240.6,0.92,0.92,Normal
RD0021846,CON01821,2025-06-05,55,225.7,0.33,0.75,Tampered
RD0021847,CON01821,2025-07-06,42,231.0,0.24,0.8,Tampered
RD0021848,CON01821,2025-08-06,42,226.6,0.24,0.79,Tampered
RD0021849,CON01821,2025-09-06,42,235.2,0.26,0.75,Tampered
RD0021850,CON01821,2025-10-07,39,231.4,0.25,0.7,Tampered
RD0021851,CON01821,2025-11-07,44,214.2,0.27,0.75,Tampered
RD0021852,CON01821,2025-12-08,62,224.9,0.36,0.78,Tampered
RD0021853,CON01822,2025-01-01,182,229.4,0.98,0.85,Normal
RD0021854,CON01822,2025-02-01,148,228.2,0.77,0.88,Normal
RD0021855,CON01822,2025-03-04,121,229.3,0.6,0.92,Normal
RD0021856,CON01822,2025-04-04,155,237.8,0.82,0.86,Normal
RD0021857,CON01822,2025-05-05,165,235.5,0.78,0.96,Normal
RD0021858,CON01822,2025-06-05,211,228.7,1.0,0.96,Normal
RD0021859,CON01822,2025-07-06,196,226.7,1.01,0.89,Normal
RD0021860,CON01822,2025-08-06,161,229.4,0.79,0.93,Normal
RD0021861,CON01822,2025-09-06,152,222.5,0.72,0.96,Normal
RD0021862,CON01822,2025-10-07,141,232.8,0.76,0.85,Normal
RD0021863,CON01822,2025-11-07,166,231.9,0.82,0.92,Normal
RD0021864,CON01822,2025-12-08,132,229.7,0.63,0.95,Normal
RD0021865,CON01823,2025-01-01,640,215.5,3.11,0.94,Normal
RD0021866,CON01823,2025-02-01,821,231.6,3.91,0.96,Normal
RD0021867,CON01823,2025-03-04,695,226.5,3.27,0.97,Normal
RD0021868,CON01823,2025-04-04,403,237.5,1.92,0.96,Normal
RD0021869,CON01823,2025-05-05,593,236.9,2.85,0.95,Normal
RD0021870,CON01823,2025-06-05,832,232.2,4.37,0.87,Normal
RD0021871,CON01823,2025-07-06,570,224.5,2.8,0.93,Normal
RD0021872,CON01823,2025-08-06,647,226.1,3.25,0.91,Normal
RD0021873,CON01823,2025-09-06,551,214.4,2.86,0.88,Normal
RD0021874,CON01823,2025-10-07,670,235.2,3.33,0.92,Normal
RD0021875,CON01823,2025-11-07,357,231.0,1.79,0.91,Normal
RD0021876,CON01823,2025-12-08,800,234.9,4.3,0.85,Normal
RD0021877,CON01824,2025-01-01,719,235.2,3.82,0.86,Normal
RD0021878,CON01824,2025-02-01,384,240.7,1.95,0.9,Normal
RD0021879,CON01824,2025-03-04,514,222.7,2.5,0.94,Normal
RD0021880,CON01824,2025-04-04,432,232.3,2.12,0.93,Normal
RD0021881,CON01824,2025-05-05,459,224.2,2.3,0.91,Normal
RD0021882,CON01824,2025-06-05,653,228.7,3.21,0.93,Normal
RD0021883,CON01824,2025-07-06,550,219.9,2.85,0.88,Normal
RD0021884,CON01824,2025-08-06,701,229.3,3.48,0.92,Normal
RD0021885,CON01824,2025-09-06,688,243.8,3.38,0.93,Normal
RD0021886,CON01824,2025-10-07,423,237.5,2.03,0.95,Normal
RD0021887,CON01824,2025-11-07,560,237.3,2.87,0.89,Normal
RD0021888,CON01824,2025-12-08,518,229.5,2.49,0.95,Normal
RD0021889,CON01825,2025-01-01,816,227.2,4.33,0.86,Normal
RD0021890,CON01825,2025-02-01,617,217.9,2.93,0.96,Normal
RD0021891,CON01825,2025-03-04,524,227.6,2.81,0.85,Normal
RD0021892,CON01825,2025-04-04,342,225.7,1.72,0.91,Normal
RD0021893,CON01825,2025-05-05,834,225.4,4.23,0.9,Normal
RD0021894,CON01825,2025-06-05,525,235.5,2.79,0.86,Normal
RD0021895,CON01825,2025-07-06,656,221.7,3.12,0.96,Normal
RD0021896,CON01825,2025-08-06,490,221.9,2.38,0.94,Normal
RD0021897,CON01825,2025-09-06,701,230.9,3.27,0.98,Normal
RD0021898,CON01825,2025-10-07,563,233.2,2.95,0.87,Normal
RD0021899,CON01825,2025-11-07,533,231.3,2.77,0.88,Normal
RD0021900,CON01825,2025-12-08,702,229.2,3.34,0.96,Normal
RD0021901,CON01826,2025-01-01,155,214.5,0.78,0.91,Normal
RD0021902,CON01826,2025-02-01,154,234.0,0.82,0.86,Normal
RD0021903,CON01826,2025-03-04,167,230.5,0.86,0.89,Normal
RD0021904,CON01826,2025-04-04,149,228.1,0.79,0.86,Normal
RD0021905,CON01826,2025-05-05,224,222.5,1.07,0.96,Normal
RD0021906,CON01826,2025-06-05,166,215.3,0.86,0.88,Normal
RD0021907,CON01826,2025-07-06,149,240.5,0.72,0.95,Normal
RD0021908,CON01826,2025-08-06,134,229.3,0.63,0.97,Normal
RD0021909,CON01826,2025-09-06,100,246.6,0.51,0.89,Normal
RD0021910,CON01826,2025-10-07,207,231.4,1.09,0.87,Normal
RD0021911,CON01826,2025-11-07,94,238.9,0.44,0.98,Normal
RD0021912,CON01826,2025-12-08,170,233.1,0.87,0.89,Normal
RD0021913,CON01827,2025-01-01,211,219.6,1.05,0.92,Normal
RD0021914,CON01827,2025-02-01,159,228.6,0.84,0.86,Normal
RD0021915,CON01827,2025-03-04,79,225.9,0.38,0.95,Normal
RD0021916,CON01827,2025-04-04,123,243.4,0.62,0.91,Normal
RD0021917,CON01827,2025-05-05,175,229.9,0.89,0.9,Normal
RD0021918,CON01827,2025-06-05,158,231.6,0.75,0.96,Normal
RD0021919,CON01827,2025-07-06,118,237.1,0.63,0.86,Normal
RD0021920,CON01827,2025-08-06,148,226.7,0.72,0.94,Normal
RD0021921,CON01827,2025-09-06,150,224.7,0.71,0.97,Normal
RD0021922,CON01827,2025-10-07,184,240.5,0.94,0.89,Normal
RD0021923,CON01827,2025-11-07,117,246.8,0.6,0.89,Normal
RD0021924,CON01827,2025-12-08,200,219.0,1.04,0.88,Normal
RD0021925,CON01828,2025-01-01,46,221.8,0.22,0.95,Normal
RD0021926,CON01828,2025-02-01,45,211.6,0.22,0.93,Normal
RD0021927,CON01828,2025-03-04,40,222.3,0.21,0.86,Normal
RD0021928,CON01828,2025-04-04,35,232.6,0.17,0.93,Normal
RD0021929,CON01828,2025-05-05,53,220.8,0.26,0.93,Normal
RD0021930,CON01828,2025-06-05,39,233.2,0.19,0.96,Normal
RD0021931,CON01828,2025-07-06,56,229.6,0.27,0.93,Normal
RD0021932,CON01828,2025-08-06,43,241.2,0.23,0.86,Normal
RD0021933,CON01828,2025-09-06,49,226.1,0.26,0.85,Normal
RD0021934,CON01828,2025-10-07,33,234.4,0.16,0.92,Normal
RD0021935,CON01828,2025-11-07,57,236.7,0.29,0.89,Normal
RD0021936,CON01828,2025-12-08,53,225.3,0.27,0.9,Normal
RD0021937,CON01829,2025-01-01,789,229.5,4.05,0.89,Normal
RD0021938,CON01829,2025-02-01,391,231.2,1.96,0.91,Normal
RD0021939,CON01829,2025-03-04,521,218.2,2.53,0.94,Normal
RD0021940,CON01829,2025-04-04,582,233.2,2.95,0.9,Normal
RD0021941,CON01829,2025-05-05,440,221.3,2.34,0.86,Normal
RD0021942,CON01829,2025-06-05,772,242.4,3.92,0.9,Normal
RD0021943,CON01829,2025-07-06,486,232.3,2.34,0.95,Normal
RD0021944,CON01829,2025-08-06,563,225.6,2.68,0.96,Normal
RD0021945,CON01829,2025-09-06,521,242.2,2.48,0.96,Normal
RD0021946,CON01829,2025-10-07,559,215.3,2.9,0.88,Normal
RD0021947,CON01829,2025-11-07,531,223.0,2.82,0.86,Normal
RD0021948,CON01829,2025-12-08,495,235.2,2.43,0.93,Normal
RD0021949,CON01830,2025-01-01,152,223.3,0.81,0.86,Normal
RD0021950,CON01830,2025-02-01,144,225.7,0.68,0.96,Normal
RD0021951,CON01830,2025-03-04,96,221.8,0.49,0.9,Normal
RD0021952,CON01830,2025-04-04,192,215.9,0.91,0.96,Normal
RD0021953,CON01830,2025-05-05,132,231.5,0.69,0.87,Normal
RD0021954,CON01830,2025-06-05,167,224.8,0.82,0.93,Normal
RD0021955,CON01830,2025-07-06,124,230.6,0.6,0.94,Normal
RD0021956,CON01830,2025-08-06,89,228.6,0.46,0.89,Normal
RD0021957,CON01830,2025-09-06,200,231.0,0.94,0.97,Normal
RD0021958,CON01830,2025-10-07,92,225.4,0.44,0.95,Normal
RD0021959,CON01830,2025-11-07,138,226.6,0.68,0.92,Normal
RD0021960,CON01830,2025-12-08,83,225.0,0.43,0.89,Normal
RD0021961,CON01831,2025-01-01,50,246.1,0.25,0.9,Normal
RD0021962,CON01831,2025-02-01,63,235.5,0.31,0.93,Normal
RD0021963,CON01831,2025-03-04,33,224.8,0.17,0.88,Normal
RD0021964,CON01831,2025-04-04,56,221.6,0.29,0.87,Normal
RD0021965,CON01831,2025-05-05,53,227.3,0.25,0.97,Normal
RD0021966,CON01831,2025-06-05,50,245.3,0.24,0.97,Normal
RD0021967,CON01831,2025-07-06,46,214.1,0.22,0.97,Normal
RD0021968,CON01831,2025-08-06,56,226.0,0.26,0.98,Normal
RD0021969,CON01831,2025-09-06,42,244.4,0.21,0.91,Normal
RD0021970,CON01831,2025-10-07,51,234.2,0.24,0.98,Normal
RD0021971,CON01831,2025-11-07,54,236.3,0.28,0.88,Normal
RD0021972,CON01831,2025-12-08,48,232.3,0.25,0.86,Normal
RD0021973,CON01832,2025-01-01,437,221.1,2.15,0.93,Normal
RD0021974,CON01832,2025-02-01,453,215.4,2.11,0.98,Normal
RD0021975,CON01832,2025-03-04,642,221.7,3.41,0.86,Normal
RD0021976,CON01832,2025-04-04,796,226.7,4.18,0.87,Normal
RD0021977,CON01832,2025-05-05,531,219.0,2.5,0.97,Normal
RD0021978,CON01832,2025-06-05,658,234.2,3.3,0.91,Normal
RD0021979,CON01832,2025-07-06,778,236.0,4.08,0.87,Normal
RD0021980,CON01832,2025-08-06,643,223.5,3.23,0.91,Normal
RD0021981,CON01832,2025-09-06,759,230.5,3.85,0.9,Normal
RD0021982,CON01832,2025-10-07,422,219.5,2.17,0.89,Normal
RD0021983,CON01832,2025-11-07,640,229.3,3.21,0.91,Normal
RD0021984,CON01832,2025-12-08,517,220.1,2.71,0.87,Normal
RD0021985,CON01833,2025-01-01,168,234.6,0.79,0.97,Normal
RD0021986,CON01833,2025-02-01,149,251.6,0.72,0.95,Normal
RD0021987,CON01833,2025-03-04,147,227.8,0.71,0.94,Normal
RD0021988,CON01833,2025-04-04,171,235.3,0.83,0.94,Normal
RD0021989,CON01833,2025-05-05,144,234.0,0.67,0.98,Normal
RD0021990,CON01833,2025-06-05,134,223.6,0.64,0.96,Normal
RD0021991,CON01833,2025-07-06,198,236.5,1.02,0.89,Normal
RD0021992,CON01833,2025-08-06,161,221.8,0.78,0.94,Normal
RD0021993,CON01833,2025-09-06,142,241.3,0.71,0.91,Normal
RD0021994,CON01833,2025-10-07,115,227.4,0.56,0.94,Normal
RD0021995,CON01833,2025-11-07,184,213.7,0.99,0.85,Normal
RD0021996,CON01833,2025-12-08,171,232.5,0.91,0.86,Normal
RD0021997,CON01834,2025-01-01,584,229.0,2.81,0.95,Normal
RD0021998,CON01834,2025-02-01,566,234.4,2.75,0.94,Normal
RD0021999,CON01834,2025-03-04,641,226.5,3.15,0.93,Normal
RD0022000,CON01834,2025-04-04,652,221.8,3.35,0.89,Normal
RD0022001,CON01834,2025-05-05,588,230.2,2.77,0.97,Normal
RD0022002,CON01834,2025-06-05,749,211.7,3.56,0.96,Normal
RD0022003,CON01834,2025-07-06,573,233.6,2.84,0.92,Normal
RD0022004,CON01834,2025-08-06,472,233.0,2.51,0.86,Normal
RD0022005,CON01834,2025-09-06,488,234.7,2.59,0.86,Normal
RD0022006,CON01834,2025-10-07,582,238.7,2.74,0.97,Normal
RD0022007,CON01834,2025-11-07,654,240.9,3.39,0.88,Normal
RD0022008,CON01834,2025-12-08,654,233.4,3.08,0.97,Normal
RD0022009,CON01835,2025-01-01,596,238.8,2.93,0.93,Normal
RD0022010,CON01835,2025-02-01,568,233.3,2.73,0.95,Normal
RD0022011,CON01835,2025-03-04,486,228.9,2.49,0.89,Normal
RD0022012,CON01835,2025-04-04,771,233.7,3.63,0.97,Normal
RD0022013,CON01835,2025-05-05,525,232.3,2.55,0.94,Normal
RD0022014,CON01835,2025-06-05,167,217.1,0.98,0.78,Tampered
RD0022015,CON01835,2025-07-06,192,241.6,1.22,0.72,Tampered
RD0022016,CON01835,2025-08-06,170,232.9,1.18,0.66,Tampered
RD0022017,CON01835,2025-09-06,262,246.4,1.79,0.67,Tampered
RD0022018,CON01835,2025-10-07,128,219.2,0.78,0.75,Tampered
RD0022019,CON01835,2025-11-07,212,239.2,1.24,0.78,Tampered
RD0022020,CON01835,2025-12-08,207,234.5,1.37,0.69,Tampered
RD0022021,CON01836,2025-01-01,743,229.7,3.5,0.97,Normal
RD0022022,CON01836,2025-02-01,705,233.4,3.42,0.94,Normal
RD0022023,CON01836,2025-03-04,668,237.2,3.18,0.96,Normal
RD0022024,CON01836,2025-04-04,839,234.2,4.12,0.93,Normal
RD0022025,CON01836,2025-05-05,554,239.0,2.61,0.97,Normal
RD0022026,CON01836,2025-06-05,645,226.1,3.13,0.94,Normal
RD0022027,CON01836,2025-07-06,575,219.5,2.85,0.92,Normal
RD0022028,CON01836,2025-08-06,524,220.5,2.57,0.93,Normal
RD0022029,CON01836,2025-09-06,572,219.7,2.84,0.92,Normal
RD0022030,CON01836,2025-10-07,662,232.9,3.4,0.89,Normal
RD0022031,CON01836,2025-11-07,586,238.9,3.08,0.87,Normal
RD0022032,CON01836,2025-12-08,578,242.4,3.0,0.88,Normal
RD0022033,CON01837,2025-01-01,155,214.6,0.79,0.9,Normal
RD0022034,CON01837,2025-02-01,141,247.7,0.75,0.86,Normal
RD0022035,CON01837,2025-03-04,177,218.5,0.93,0.87,Normal
RD0022036,CON01837,2025-04-04,190,228.2,0.97,0.89,Normal
RD0022037,CON01837,2025-05-05,146,223.3,0.72,0.92,Normal
RD0022038,CON01837,2025-06-05,169,238.9,0.84,0.92,Normal
RD0022039,CON01837,2025-07-06,167,241.1,0.87,0.88,Normal
RD0022040,CON01837,2025-08-06,164,219.2,0.87,0.86,Normal
RD0022041,CON01837,2025-09-06,154,231.6,0.82,0.86,Normal
RD0022042,CON01837,2025-10-07,120,227.5,0.57,0.96,Normal
RD0022043,CON01837,2025-11-07,108,230.2,0.55,0.9,Normal
RD0022044,CON01837,2025-12-08,167,232.3,0.9,0.85,Normal
RD0022045,CON01838,2025-01-01,145,228.2,0.72,0.92,Normal
RD0022046,CON01838,2025-02-01,153,219.7,0.76,0.92,Normal
RD0022047,CON01838,2025-03-04,159,242.1,0.76,0.95,Normal
RD0022048,CON01838,2025-04-04,126,227.1,0.6,0.96,Normal
RD0022049,CON01838,2025-05-05,174,227.3,0.85,0.94,Normal
RD0022050,CON01838,2025-06-05,131,226.3,0.7,0.85,Normal
RD0022051,CON01838,2025-07-06,187,220.8,0.9,0.95,Normal
RD0022052,CON01838,2025-08-06,88,226.3,0.43,0.94,Normal
RD0022053,CON01838,2025-09-06,115,228.1,0.56,0.94,Normal
RD0022054,CON01838,2025-10-07,141,224.0,0.75,0.86,Normal
RD0022055,CON01838,2025-11-07,149,234.7,0.72,0.94,Normal
RD0022056,CON01838,2025-12-08,195,221.6,1.02,0.87,Normal
RD0022057,CON01839,2025-01-01,4806,232.6,24.94,0.88,Normal
RD0022058,CON01839,2025-02-01,3416,223.2,18.14,0.86,Normal
RD0022059,CON01839,2025-03-04,3492,237.0,18.33,0.87,Normal
