Outage_ID,Feeder_ID,Start_Time,End_Time,Duration_Minutes,Cause,Area
OUT00823,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,81,Line Fault,Adyar
OUT00824,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,68,Equipment Failure,Velachery
OUT00825,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Weather,Velachery
OUT00826,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Weather,Adyar
OUT00827,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Line Fault,Anna Nagar
OUT00828,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Weather,Adyar
OUT00829,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Weather,Adyar
OUT00830,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Equipment Failure,Anna Nagar
OUT00831,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Line Fault,Adyar
OUT00832,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Weather,Adyar
OUT00833,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Anna Nagar
OUT00834,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Weather,Adyar
OUT00835,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Line Fault,Velachery
OUT00836,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,102,Equipment Failure,Velachery
OUT00837,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,116,Line Fault,Adyar
OUT00838,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Equipment Failure,Adyar
OUT00839,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Velachery
OUT00840,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,57,Line Fault,Velachery
OUT00841,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,18,Equipment Failure,Velachery
OUT00842,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,132,Line Fault,Anna Nagar
OUT00843,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,139,Line Fault,Adyar
OUT00844,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Weather,Adyar
OUT00845,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Line Fault,Anna Nagar
OUT00846,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Equipment Failure,Anna Nagar
OUT00847,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Weather,Anna Nagar
OUT00848,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Line Fault,Anna Nagar
OUT00849,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,40,Line Fault,Adyar
OUT00850,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Equipment Failure,Anna Nagar
OUT00851,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,177,Equipment Failure,Anna Nagar
OUT00852,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Line Fault,Anna Nagar
OUT00853,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Line Fault,Adyar
OUT00854,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,145,Equipment Failure,Adyar
OUT00855,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Line Fault,Adyar
OUT00856,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,118,Weather,Velachery
OUT00857,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Adyar
OUT00858,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,70,Weather,Adyar
OUT00859,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,80,Weather,Velachery
OUT00860,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,122,Weather,Anna Nagar
OUT00861,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Line Fault,Anna Nagar
OUT00862,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Equipment Failure,Anna Nagar
OUT00863,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Weather,Adyar
OUT00864,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Weather,Velachery
OUT00865,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Equipment Failure,Adyar
OUT00866,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,36,Weather,Anna Nagar
OUT00867,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Weather,Velachery
OUT00868,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Equipment Failure,Velachery
OUT00869,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Line Fault,Anna Nagar
OUT00870,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,163,Weather,Adyar
OUT00871,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,117,Line Fault,Velachery
OUT00872,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Weather,Velachery
OUT00873,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Line Fault,Anna Nagar
OUT00874,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Adyar
OUT00875,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,88,Weather,Velachery
OUT00876,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Equipment Failure,Adyar
OUT00877,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,29,Equipment Failure,Anna Nagar
OUT00878,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,64,Weather,Adyar
OUT00879,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,25,Line Fault,Velachery
OUT00880,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Line Fault,Anna Nagar
OUT00881,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Weather,Anna Nagar
OUT00882,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Line Fault,Adyar
OUT00883,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,169,Weather,Anna Nagar
OUT00884,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Equipment Failure,Anna Nagar
OUT00885,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Line Fault,Velachery
OUT00886,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Weather,Velachery
OUT00887,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,138,Weather,Anna Nagar
OUT00888,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,126,Line Fault,Velachery
OUT00889,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,47,Weather,Velachery
OUT00890,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,77,Equipment Failure,Anna Nagar
OUT00891,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Line Fault,Adyar
OUT00892,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Weather,Adyar
OUT00893,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,132,Line Fault,Velachery
OUT00894,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,165,Weather,Adyar
OUT00895,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,101,Equipment Failure,Velachery
OUT00896,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Weather,Anna Nagar
OUT00897,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,40,Equipment Failure,Adyar
OUT00898,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Weather,Velachery
OUT00899,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,174,Weather,Anna Nagar
OUT00900,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,111,Equipment Failure,Velachery
OUT00901,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Equipment Failure,Velachery
OUT00902,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,161,Weather,Anna Nagar
OUT00903,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Weather,Velachery
OUT00904,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Line Fault,Adyar
OUT00905,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Line Fault,Anna Nagar
OUT00906,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Adyar
OUT00907,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Line Fault,Adyar
OUT00908,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Equipment Failure,Anna Nagar
OUT00909,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,143,Equipment Failure,Adyar
OUT00910,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,161,Weather,Adyar
OUT00911,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Anna Nagar
OUT00912,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,131,Equipment Failure,Anna Nagar
OUT00913,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Line Fault,Adyar
OUT00914,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Equipment Failure,Velachery
OUT00915,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,65,Line Fault,Adyar
OUT00916,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Weather,Velachery
OUT00917,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Equipment Failure,Anna Nagar
OUT00918,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Equipment Failure,Velachery
OUT00919,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,154,Weather,Anna Nagar
OUT00920,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,87,Equipment Failure,Anna Nagar
OUT00921,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,66,Weather,Anna Nagar
OUT00922,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Weather,Anna Nagar
OUT00923,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,50,Line Fault,Anna Nagar
OUT00924,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Equipment Failure,Anna Nagar
OUT00925,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,121,Line Fault,Adyar
OUT00926,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Weather,Adyar
OUT00927,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Weather,Anna Nagar
OUT00928,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Line Fault,Velachery
OUT00929,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Anna Nagar
OUT00930,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,109,Equipment Failure,Anna Nagar
OUT00931,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Anna Nagar
OUT00932,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Weather,Anna Nagar
OUT00933,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Equipment Failure,Velachery
OUT00934,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,126,Weather,Anna Nagar
OUT00935,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,23,Weather,Velachery
OUT00936,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,100,Line Fault,Adyar
OUT00937,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Equipment Failure,Adyar
OUT00938,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,105,Line Fault,Adyar
OUT00939,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Line Fault,Velachery
OUT00940,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Equipment Failure,Adyar
OUT00941,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,106,Equipment Failure,Adyar
OUT00942,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,28,Line Fault,Adyar
OUT00943,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Line Fault,Adyar
OUT00944,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Equipment Failure,Velachery
OUT00945,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,122,Line Fault,Adyar
OUT00946,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Weather,Adyar
OUT00947,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Line Fault,Anna Nagar
OUT00948,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,105,Equipment Failure,Adyar
OUT00949,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,136,Equipment Failure,Velachery
OUT00950,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Weather,Adyar
OUT00951,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,129,Line Fault,Velachery
OUT00952,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,82,Weather,Adyar
OUT00953,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Weather,Velachery
OUT00954,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Anna Nagar
OUT00955,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Equipment Failure,Velachery
OUT00956,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Line Fault,Anna Nagar
OUT00957,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,110,Equipment Failure,Anna Nagar
OUT00958,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,39,Weather,Adyar
OUT00959,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,33,Line Fault,Anna Nagar
OUT00960,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,20,Line Fault,Adyar
OUT00961,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Weather,Anna Nagar
OUT00962,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Weather,Anna Nagar
OUT00963,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,114,Weather,Adyar
OUT00964,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,99,Line Fault,Anna Nagar
OUT00965,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,75,Line Fault,Anna Nagar
OUT00966,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Line Fault,Anna Nagar
OUT00967,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,15,Weather,Anna Nagar
OUT00968,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Equipment Failure,Velachery
OUT00969,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Weather,Adyar
OUT00970,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,50,Line Fault,Anna Nagar
OUT00971,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,85,Weather,Anna Nagar
OUT00972,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,27,Line Fault,Adyar
OUT00973,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,115,Weather,Adyar
OUT00974,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,48,Weather,Adyar
OUT00975,FDR005,2026-03-15 10:00:00,2026-03-15 11:15:00,43,Weather,Velachery
OUT00976,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,32,Line Fault,Velachery
OUT00977,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,172,Weather,Anna Nagar
OUT00978,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,173,Line Fault,Anna Nagar
OUT00979,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Weather,Velachery
OUT00980,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Line Fault,Velachery
OUT00981,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Line Fault,Velachery
OUT00982,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Adyar
OUT00983,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Weather,Anna Nagar
OUT00984,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Equipment Failure,Anna Nagar
OUT00985,FDR042,2026-03-15 10:00:00,2026-03-15 11:15:00,123,Weather,Velachery
OUT00986,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,78,Equipment Failure,Anna Nagar
OUT00987,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,107,Equipment Failure,Adyar
OUT00988,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,86,Equipment Failure,Adyar
OUT00989,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Weather,Adyar
OUT00990,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Line Fault,Anna Nagar
OUT00991,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Line Fault,Anna Nagar
OUT00992,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,135,Line Fault,Velachery
OUT00993,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Line Fault,Adyar
OUT00994,FDR049,2026-03-15 10:00:00,2026-03-15 11:15:00,163,Weather,Adyar
OUT00995,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,98,Equipment Failure,Adyar
OUT00996,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,150,Weather,Adyar
OUT00997,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Adyar
OUT00998,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Line Fault,Anna Nagar
OUT00999,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,164,Weather,Anna Nagar
OUT01000,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,60,Equipment Failure,Velachery
OUT01001,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,116,Equipment Failure,Velachery
OUT01002,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Equipment Failure,Adyar
OUT01003,FDR047,2026-03-15 10:00:00,2026-03-15 11:15:00,90,Equipment Failure,Anna Nagar
OUT01004,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Weather,Adyar
OUT01005,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,160,Weather,Adyar
OUT01006,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,151,Line Fault,Adyar
OUT01007,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Line Fault,Adyar
OUT01008,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,116,Weather,Adyar
OUT01009,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Line Fault,Velachery
OUT01010,FDR019,2026-03-15 10:00:00,2026-03-15 11:15:00,21,Equipment Failure,Anna Nagar
OUT01011,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,93,Equipment Failure,Adyar
OUT01012,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Weather,Adyar
OUT01013,FDR012,2026-03-15 10:00:00,2026-03-15 11:15:00,175,Equipment Failure,Anna Nagar
OUT01014,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Equipment Failure,Velachery
OUT01015,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,63,Line Fault,Velachery
OUT01016,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,56,Line Fault,Velachery
OUT01017,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,142,Weather,Velachery
OUT01018,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Line Fault,Velachery
OUT01019,FDR050,2026-03-15 10:00:00,2026-03-15 11:15:00,103,Weather,Adyar
OUT01020,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,59,Line Fault,Anna Nagar
OUT01021,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,104,Weather,Adyar
OUT01022,FDR006,2026-03-15 10:00:00,2026-03-15 11:15:00,136,Equipment Failure,Velachery
OUT01023,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,22,Equipment Failure,Anna Nagar
OUT01024,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Equipment Failure,Adyar
OUT01025,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,165,Equipment Failure,Anna Nagar
OUT01026,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Weather,Anna Nagar
OUT01027,FDR048,2026-03-15 10:00:00,2026-03-15 11:15:00,166,Equipment Failure,Velachery
OUT01028,FDR009,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Weather,Velachery
OUT01029,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,21,Line Fault,Adyar
OUT01030,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,94,Line Fault,Adyar
OUT01031,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,127,Weather,Anna Nagar
OUT01032,FDR001,2026-03-15 10:00:00,2026-03-15 11:15:00,112,Equipment Failure,Velachery
OUT01033,FDR031,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Line Fault,Adyar
OUT01034,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Equipment Failure,Adyar
OUT01035,FDR020,2026-03-15 10:00:00,2026-03-15 11:15:00,168,Line Fault,Velachery
OUT01036,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,171,Line Fault,Anna Nagar
OUT01037,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,96,Weather,Anna Nagar
OUT01038,FDR022,2026-03-15 10:00:00,2026-03-15 11:15:00,73,Weather,Velachery
OUT01039,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,52,Line Fault,Adyar
OUT01040,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Equipment Failure,Anna Nagar
OUT01041,FDR044,2026-03-15 10:00:00,2026-03-15 11:15:00,92,Weather,Anna Nagar
OUT01042,FDR023,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Line Fault,Anna Nagar
OUT01043,FDR015,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Line Fault,Velachery
OUT01044,FDR030,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Equipment Failure,Velachery
OUT01045,FDR004,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Weather,Anna Nagar
OUT01046,FDR041,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Equipment Failure,Anna Nagar
OUT01047,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Line Fault,Velachery
OUT01048,FDR013,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Equipment Failure,Adyar
OUT01049,FDR043,2026-03-15 10:00:00,2026-03-15 11:15:00,97,Line Fault,Adyar
OUT01050,FDR046,2026-03-15 10:00:00,2026-03-15 11:15:00,84,Line Fault,Adyar
OUT01051,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Equipment Failure,Anna Nagar
OUT01052,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,134,Line Fault,Velachery
OUT01053,FDR040,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Equipment Failure,Anna Nagar
OUT01054,FDR014,2026-03-15 10:00:00,2026-03-15 11:15:00,76,Equipment Failure,Anna Nagar
OUT01055,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,125,Weather,Velachery
OUT01056,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Weather,Anna Nagar
OUT01057,FDR036,2026-03-15 10:00:00,2026-03-15 11:15:00,108,Line Fault,Anna Nagar
OUT01058,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,49,Line Fault,Adyar
OUT01059,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,50,Weather,Adyar
OUT01060,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,157,Equipment Failure,Velachery
OUT01061,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,53,Equipment Failure,Velachery
OUT01062,FDR016,2026-03-15 10:00:00,2026-03-15 11:15:00,24,Line Fault,Velachery
OUT01063,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,85,Line Fault,Anna Nagar
OUT01064,FDR034,2026-03-15 10:00:00,2026-03-15 11:15:00,58,Weather,Adyar
OUT01065,FDR007,2026-03-15 10:00:00,2026-03-15 11:15:00,179,Weather,Velachery
OUT01066,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,71,Line Fault,Anna Nagar
OUT01067,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,128,Weather,Anna Nagar
OUT01068,FDR027,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Weather,Anna Nagar
OUT01069,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Line Fault,Anna Nagar
OUT01070,FDR025,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Equipment Failure,Anna Nagar
OUT01071,FDR021,2026-03-15 10:00:00,2026-03-15 11:15:00,119,Equipment Failure,Anna Nagar
OUT01072,FDR026,2026-03-15 10:00:00,2026-03-15 11:15:00,148,Line Fault,Velachery
OUT01073,FDR002,2026-03-15 10:00:00,2026-03-15 11:15:00,113,Equipment Failure,Velachery
OUT01074,FDR028,2026-03-15 10:00:00,2026-03-15 11:15:00,51,Equipment Failure,Adyar
OUT01075,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,130,Equipment Failure,Anna Nagar
OUT01076,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,115,Equipment Failure,Velachery
OUT01077,FDR024,2026-03-15 10:00:00,2026-03-15 11:15:00,159,Equipment Failure,Adyar
OUT01078,FDR029,2026-03-15 10:00:00,2026-03-15 11:15:00,46,Equipment Failure,Anna Nagar
OUT01079,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Velachery
OUT01080,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Weather,Adyar
OUT01081,FDR011,2026-03-15 10:00:00,2026-03-15 11:15:00,85,Weather,Adyar
OUT01082,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,167,Line Fault,Adyar
OUT01083,FDR035,2026-03-15 10:00:00,2026-03-15 11:15:00,91,Weather,Adyar
OUT01084,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,83,Equipment Failure,Adyar
OUT01085,FDR039,2026-03-15 10:00:00,2026-03-15 11:15:00,140,Line Fault,Velachery
OUT01086,FDR018,2026-03-15 10:00:00,2026-03-15 11:15:00,16,Weather,Adyar
OUT01087,FDR033,2026-03-15 10:00:00,2026-03-15 11:15:00,141,Weather,Velachery
OUT01088,FDR032,2026-03-15 10:00:00,2026-03-15 11:15:00,69,Weather,Velachery
OUT01089,FDR010,2026-03-15 10:00:00,2026-03-15 11:15:00,155,Equipment Failure,Velachery
OUT01090,FDR045,2026-03-15 10:00:00,2026-03-15 11:15:00,133,Equipment Failure,Anna Nagar
OUT01091,FDR038,2026-03-15 10:00:00,2026-03-15 11:15:00,89,Weather,Adyar
OUT01092,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,144,Equipment Failure,Velachery
OUT01093,FDR003,2026-03-15 10:00:00,2026-03-15 11:15:00,26,Line Fault,Velachery
OUT01094,FDR037,2026-03-15 10:00:00,2026-03-15 11:15:00,34,Line Fault,Adyar
OUT01095,FDR008,2026-03-15 10:00:00,2026-03-15 11:15:00,40,Weather,Adyar
OUT01096,FDR017,2026-03-15 10:00:00,2026-03-15 11:15:00,147,Line Fault,Anna Nagar
