Load_ID,Transformer_ID,Date_Time,Load_KW,Voltage,Temperature,Utilization_Percentage
LD013542,TX0024,2026-04-01 12:00:00,126.75,428.8,72.9,44.77
LD013543,TX0075,2026-04-01 12:00:00,243.69,408.5,71.7,65.2
LD013544,TX0055,2026-04-01 12:00:00,245.54,409.4,71.7,85.55
LD013545,TX0095,2026-04-01 12:00:00,233.0,414.9,73.8,81.93
LD013546,TX0076,2026-04-01 12:00:00,167.26,417.5,74.3,83.54
LD013547,TX0053,2026-04-01 12:00:00,104.15,417.6,76.2,55.36
LD013548,TX0090,2026-04-01 12:00:00,247.22,406.3,47.6,63.99
LD013549,TX0085,2026-04-01 12:00:00,93.67,400.9,83.8,89.45
LD013550,TX0098,2026-04-01 12:00:00,44.31,427.7,61.1,65.51
LD013551,TX0038,2026-04-01 12:00:00,278.02,422.4,59.8,94.85
LD013552,TX0037,2026-04-01 12:00:00,198.09,403.6,54.8,61.03
LD013553,TX0003,2026-04-01 12:00:00,385.96,418.5,54.0,78.69
LD013554,TX0089,2026-04-01 12:00:00,163.16,405.7,65.4,80.86
LD013555,TX0047,2026-04-01 12:00:00,396.95,401.2,65.5,46.4
LD013556,TX0006,2026-04-01 12:00:00,43.25,405.1,54.0,53.24
LD013557,TX0045,2026-04-01 12:00:00,61.12,421.7,64.2,81.52
LD013558,TX0087,2026-04-01 12:00:00,278.78,414.8,66.7,85.74
LD013559,TX0039,2026-04-01 12:00:00,268.59,408.7,59.2,66.99
LD013560,TX0072,2026-04-01 12:00:00,235.25,422.4,75.0,63.58
LD013561,TX0005,2026-04-01 12:00:00,109.44,414.3,76.3,42.65
LD013562,TX0100,2026-04-01 12:00:00,74.18,410.9,51.7,54.88
LD013563,TX0083,2026-04-01 12:00:00,61.55,402.3,70.4,89.21
LD013564,TX0090,2026-04-01 12:00:00,318.78,403.5,72.3,78.97
LD013565,TX0082,2026-04-01 12:00:00,356.77,408.1,84.9,84.73
LD013566,TX0009,2026-04-01 12:00:00,335.48,408.1,78.2,45.18
LD013567,TX0032,2026-04-01 12:00:00,93.98,406.3,80.1,74.62
LD013568,TX0023,2026-04-01 12:00:00,320.74,403.1,75.5,49.81
LD013569,TX0039,2026-04-01 12:00:00,393.02,418.5,66.6,63.52
LD013570,TX0080,2026-04-01 12:00:00,261.19,414.7,62.9,52.9
LD013571,TX0066,2026-04-01 12:00:00,178.1,419.0,61.5,49.09
LD013572,TX0007,2026-04-01 12:00:00,73.8,414.2,78.0,43.71
LD013573,TX0052,2026-04-01 12:00:00,148.9,418.1,59.2,51.86
LD013574,TX0070,2026-04-01 12:00:00,250.96,425.8,71.8,94.69
LD013575,TX0026,2026-04-01 12:00:00,190.58,401.6,60.8,75.7
LD013576,TX0004,2026-04-01 12:00:00,224.72,416.8,45.0,71.98
LD013577,TX0052,2026-04-01 12:00:00,286.13,408.8,59.4,59.62
LD013578,TX0094,2026-04-01 12:00:00,195.48,405.9,50.2,49.02
LD013579,TX0093,2026-04-01 12:00:00,109.81,408.3,46.2,54.79
LD013580,TX0038,2026-04-01 12:00:00,67.87,426.0,53.4,85.48
LD013581,TX0047,2026-04-01 12:00:00,190.73,425.8,84.7,50.8
LD013582,TX0063,2026-04-01 12:00:00,356.93,403.5,50.5,93.57
LD013583,TX0001,2026-04-01 12:00:00,284.55,426.8,72.3,54.38
LD013584,TX0097,2026-04-01 12:00:00,124.57,422.3,84.1,71.28
LD013585,TX0059,2026-04-01 12:00:00,220.06,401.0,67.8,51.32
LD013586,TX0026,2026-04-01 12:00:00,118.27,422.7,81.1,91.97
LD013587,TX0064,2026-04-01 12:00:00,89.64,400.5,66.7,69.69
LD013588,TX0028,2026-04-01 12:00:00,320.61,413.6,60.8,83.28
LD013589,TX0093,2026-04-01 12:00:00,193.69,407.8,65.9,43.79
LD013590,TX0100,2026-04-01 12:00:00,60.12,416.3,53.0,74.35
LD013591,TX0067,2026-04-01 12:00:00,334.46,424.7,78.0,75.7
LD013592,TX0044,2026-04-01 12:00:00,377.03,401.4,49.5,59.65
LD013593,TX0045,2026-04-01 12:00:00,163.48,409.5,47.7,54.61
LD013594,TX0013,2026-04-01 12:00:00,218.43,413.7,79.9,71.39
LD013595,TX0002,2026-04-01 12:00:00,313.14,423.7,76.8,87.93
LD013596,TX0009,2026-04-01 12:00:00,53.25,412.0,78.9,64.84
LD013597,TX0069,2026-04-01 12:00:00,370.05,403.5,45.2,89.67
LD013598,TX0066,2026-04-01 12:00:00,399.32,401.5,56.0,65.27
LD013599,TX0024,2026-04-01 12:00:00,221.89,418.4,53.9,56.53
LD013600,TX0089,2026-04-01 12:00:00,232.17,401.8,47.5,42.18
LD013601,TX0069,2026-04-01 12:00:00,226.82,424.6,73.3,79.59
LD013602,TX0032,2026-04-01 12:00:00,336.71,424.4,84.9,80.27
LD013603,TX0094,2026-04-01 12:00:00,228.92,429.8,81.6,76.97
LD013604,TX0078,2026-04-01 12:00:00,275.57,414.4,73.9,46.95
LD013605,TX0017,2026-04-01 12:00:00,274.15,410.7,46.1,75.59
LD013606,TX0074,2026-04-01 12:00:00,231.08,428.8,73.1,86.43
LD013607,TX0098,2026-04-01 12:00:00,373.28,424.1,69.3,77.58
LD013608,TX0083,2026-04-01 12:00:00,347.01,407.1,75.7,74.81
LD013609,TX0053,2026-04-01 12:00:00,65.65,424.8,83.8,90.0
LD013610,TX0084,2026-04-01 12:00:00,187.05,425.8,75.1,79.62
LD013611,TX0076,2026-04-01 12:00:00,250.78,425.8,74.2,55.89
LD013612,TX0090,2026-04-01 12:00:00,322.58,425.0,74.8,79.79
LD013613,TX0075,2026-04-01 12:00:00,169.34,409.0,52.7,94.64
LD013614,TX0010,2026-04-01 12:00:00,261.43,410.0,52.0,62.3
LD013615,TX0073,2026-04-01 12:00:00,197.31,426.7,82.1,48.36
LD013616,TX0027,2026-04-01 12:00:00,84.6,407.5,48.9,42.04
LD013617,TX0010,2026-04-01 12:00:00,398.19,412.7,82.6,55.73
LD013618,TX0032,2026-04-01 12:00:00,284.41,402.5,60.6,79.9
LD013619,TX0005,2026-04-01 12:00:00,146.05,422.1,45.4,75.49
LD013620,TX0092,2026-04-01 12:00:00,276.25,416.9,62.3,88.86
LD013621,TX0092,2026-04-01 12:00:00,138.53,420.6,70.4,87.78
LD013622,TX0010,2026-04-01 12:00:00,299.04,409.5,69.3,51.88
LD013623,TX0010,2026-04-01 12:00:00,124.92,421.7,53.5,50.16
LD013624,TX0100,2026-04-01 12:00:00,389.0,416.7,64.1,67.84
LD013625,TX0046,2026-04-01 12:00:00,236.26,429.3,66.7,40.98
LD013626,TX0059,2026-04-01 12:00:00,329.75,400.1,55.1,53.67
LD013627,TX0052,2026-04-01 12:00:00,294.26,419.7,57.7,50.06
LD013628,TX0008,2026-04-01 12:00:00,352.59,407.0,69.9,57.06
LD013629,TX0015,2026-04-01 12:00:00,340.86,404.2,64.6,58.95
LD013630,TX0071,2026-04-01 12:00:00,61.63,417.0,54.5,46.87
LD013631,TX0075,2026-04-01 12:00:00,146.43,411.7,79.0,51.15
LD013632,TX0032,2026-04-01 12:00:00,240.77,415.4,68.5,78.95
LD013633,TX0093,2026-04-01 12:00:00,339.8,407.7,84.6,93.27
LD013634,TX0043,2026-04-01 12:00:00,355.41,423.2,62.5,40.54
LD013635,TX0058,2026-04-01 12:00:00,183.9,419.2,67.0,93.64
LD013636,TX0071,2026-04-01 12:00:00,310.17,417.5,49.1,43.57
LD013637,TX0077,2026-04-01 12:00:00,271.24,421.3,58.1,60.76
LD013638,TX0039,2026-04-01 12:00:00,370.04,422.8,81.5,60.85
LD013639,TX0062,2026-04-01 12:00:00,352.0,416.7,73.0,54.42
LD013640,TX0047,2026-04-01 12:00:00,128.79,404.1,47.6,54.94
LD013641,TX0035,2026-04-01 12:00:00,163.51,407.9,73.5,61.38
LD013642,TX0090,2026-04-01 12:00:00,138.82,403.1,63.4,48.37
LD013643,TX0089,2026-04-01 12:00:00,226.43,404.9,78.1,78.66
LD013644,TX0050,2026-04-01 12:00:00,64.25,402.3,67.9,44.7
LD013645,TX0013,2026-04-01 12:00:00,169.99,415.9,84.7,62.11
LD013646,TX0041,2026-04-01 12:00:00,372.83,421.2,57.7,53.7
LD013647,TX0077,2026-04-01 12:00:00,315.71,404.4,74.1,47.95
LD013648,TX0041,2026-04-01 12:00:00,159.25,401.4,58.2,57.38
LD013649,TX0009,2026-04-01 12:00:00,198.87,413.7,64.7,44.96
LD013650,TX0039,2026-04-01 12:00:00,295.92,429.1,79.5,89.35
LD013651,TX0094,2026-04-01 12:00:00,375.69,418.0,66.3,72.33
LD013652,TX0059,2026-04-01 12:00:00,317.86,424.4,70.1,60.38
LD013653,TX0023,2026-04-01 12:00:00,392.75,406.1,76.1,63.82
LD013654,TX0025,2026-04-01 12:00:00,397.28,427.8,75.2,68.49
LD013655,TX0027,2026-04-01 12:00:00,109.13,413.1,78.0,89.97
LD013656,TX0070,2026-04-01 12:00:00,49.3,409.0,68.2,94.39
LD013657,TX0008,2026-04-01 12:00:00,341.6,415.7,66.9,55.16
LD013658,TX0039,2026-04-01 12:00:00,361.32,423.9,80.5,44.8
LD013659,TX0099,2026-04-01 12:00:00,203.26,423.6,82.0,76.23
LD013660,TX0033,2026-04-01 12:00:00,63.27,411.5,50.2,68.56
LD013661,TX0056,2026-04-01 12:00:00,101.24,405.3,63.0,78.3
LD013662,TX0023,2026-04-01 12:00:00,81.75,404.4,47.2,50.42
LD013663,TX0035,2026-04-01 12:00:00,103.95,408.1,50.4,62.17
LD013664,TX0068,2026-04-01 12:00:00,69.37,427.9,56.1,42.79
LD013665,TX0013,2026-04-01 12:00:00,82.07,406.4,57.6,80.16
LD013666,TX0017,2026-04-01 12:00:00,294.39,418.8,68.9,59.05
LD013667,TX0040,2026-04-01 12:00:00,52.04,407.8,66.3,75.5
LD013668,TX0076,2026-04-01 12:00:00,351.03,425.0,47.1,70.51
LD013669,TX0014,2026-04-01 12:00:00,340.04,420.8,45.3,74.54
LD013670,TX0038,2026-04-01 12:00:00,262.76,425.5,77.5,81.67
LD013671,TX0096,2026-04-01 12:00:00,370.2,413.7,49.2,47.89
LD013672,TX0065,2026-04-01 12:00:00,72.15,417.2,51.6,77.38
LD013673,TX0035,2026-04-01 12:00:00,132.07,407.0,82.2,94.34
LD013674,TX0097,2026-04-01 12:00:00,212.89,403.6,78.9,79.47
LD013675,TX0053,2026-04-01 12:00:00,89.2,426.8,82.8,56.1
LD013676,TX0010,2026-04-01 12:00:00,265.56,408.5,79.5,54.96
LD013677,TX0078,2026-04-01 12:00:00,339.99,421.9,79.7,59.25
LD013678,TX0074,2026-04-01 12:00:00,345.72,406.3,54.4,73.15
LD013679,TX0001,2026-04-01 12:00:00,148.39,412.2,76.4,50.34
LD013680,TX0088,2026-04-01 12:00:00,94.0,429.7,60.7,88.14
LD013681,TX0072,2026-04-01 12:00:00,320.14,403.2,81.1,85.43
LD013682,TX0043,2026-04-01 12:00:00,167.63,407.0,64.3,57.39
LD013683,TX0018,2026-04-01 12:00:00,275.38,422.0,77.0,45.3
LD013684,TX0069,2026-04-01 12:00:00,68.48,403.3,83.9,84.88
LD013685,TX0040,2026-04-01 12:00:00,216.1,425.4,82.3,70.14
LD013686,TX0062,2026-04-01 12:00:00,147.56,400.7,55.0,87.15
LD013687,TX0015,2026-04-01 12:00:00,284.09,415.1,67.2,50.93
LD013688,TX0069,2026-04-01 12:00:00,260.06,411.3,58.1,72.72
LD013689,TX0060,2026-04-01 12:00:00,203.27,403.9,64.5,80.35
LD013690,TX0086,2026-04-01 12:00:00,375.77,419.3,47.8,65.41
LD013691,TX0091,2026-04-01 12:00:00,236.31,428.9,62.2,41.74
LD013692,TX0034,2026-04-01 12:00:00,45.03,417.7,68.1,54.43
LD013693,TX0035,2026-04-01 12:00:00,228.84,406.0,71.3,70.51
LD013694,TX0089,2026-04-01 12:00:00,62.06,402.9,66.4,75.46
LD013695,TX0061,2026-04-01 12:00:00,385.97,424.0,45.5,44.42
LD013696,TX0059,2026-04-01 12:00:00,307.04,425.4,61.3,47.34
LD013697,TX0002,2026-04-01 12:00:00,42.72,418.3,67.6,87.96
LD013698,TX0023,2026-04-01 12:00:00,215.61,400.2,82.3,71.75
LD013699,TX0021,2026-04-01 12:00:00,379.58,402.9,82.4,73.1
LD013700,TX0005,2026-04-01 12:00:00,327.39,420.7,50.2,58.0
LD013701,TX0091,2026-04-01 12:00:00,138.31,408.9,68.4,56.58
LD013702,TX0018,2026-04-01 12:00:00,283.6,408.3,60.8,62.48
LD013703,TX0034,2026-04-01 12:00:00,316.39,411.3,76.5,75.22
LD013704,TX0100,2026-04-01 12:00:00,273.58,424.0,82.6,61.23
LD013705,TX0027,2026-04-01 12:00:00,362.65,423.7,67.6,62.79
LD013706,TX0051,2026-04-01 12:00:00,124.29,407.9,71.9,77.84
LD013707,TX0028,2026-04-01 12:00:00,308.75,422.7,84.1,64.5
LD013708,TX0079,2026-04-01 12:00:00,257.33,408.2,69.5,67.16
LD013709,TX0089,2026-04-01 12:00:00,387.77,405.3,75.5,90.31
LD013710,TX0083,2026-04-01 12:00:00,286.22,427.3,63.3,72.02
LD013711,TX0017,2026-04-01 12:00:00,195.99,412.9,70.6,71.35
LD013712,TX0097,2026-04-01 12:00:00,81.8,418.8,79.5,54.63
LD013713,TX0001,2026-04-01 12:00:00,269.19,404.6,79.4,63.29
LD013714,TX0027,2026-04-01 12:00:00,384.97,403.1,68.2,59.47
LD013715,TX0059,2026-04-01 12:00:00,159.55,422.4,84.6,54.79
LD013716,TX0074,2026-04-01 12:00:00,276.65,422.6,62.5,80.89
LD013717,TX0039,2026-04-01 12:00:00,322.94,419.9,57.1,66.89
LD013718,TX0054,2026-04-01 12:00:00,355.09,413.4,63.1,85.64
LD013719,TX0074,2026-04-01 12:00:00,315.57,425.9,65.1,89.61
LD013720,TX0096,2026-04-01 12:00:00,189.3,401.8,81.7,54.63
LD013721,TX0054,2026-04-01 12:00:00,43.01,424.0,47.4,80.98
LD013722,TX0085,2026-04-01 12:00:00,252.11,408.3,65.4,84.17
LD013723,TX0072,2026-04-01 12:00:00,238.9,427.2,51.0,83.11
LD013724,TX0073,2026-04-01 12:00:00,192.24,406.1,50.0,61.87
LD013725,TX0036,2026-04-01 12:00:00,268.07,403.7,80.7,52.33
LD013726,TX0018,2026-04-01 12:00:00,55.09,409.1,64.4,41.01
LD013727,TX0005,2026-04-01 12:00:00,367.27,409.6,47.5,48.81
LD013728,TX0046,2026-04-01 12:00:00,149.71,419.7,63.4,40.14
LD013729,TX0086,2026-04-01 12:00:00,83.89,404.6,71.7,49.72
LD013730,TX0078,2026-04-01 12:00:00,110.73,409.1,49.7,88.9
LD013731,TX0096,2026-04-01 12:00:00,255.13,418.2,60.8,91.17
LD013732,TX0032,2026-04-01 12:00:00,320.17,408.6,84.7,69.81
LD013733,TX0076,2026-04-01 12:00:00,96.28,411.9,78.2,58.26
LD013734,TX0069,2026-04-01 12:00:00,285.35,403.9,63.1,52.51
LD013735,TX0092,2026-04-01 12:00:00,94.42,403.3,73.2,41.87
LD013736,TX0028,2026-04-01 12:00:00,298.25,422.2,58.3,68.65
LD013737,TX0093,2026-04-01 12:00:00,288.29,402.0,79.8,40.63
LD013738,TX0098,2026-04-01 12:00:00,349.71,429.0,81.3,78.56
LD013739,TX0017,2026-04-01 12:00:00,280.25,421.3,67.6,77.57
LD013740,TX0054,2026-04-01 12:00:00,64.11,423.5,45.3,84.17
LD013741,TX0014,2026-04-01 12:00:00,343.63,414.6,77.5,40.74
LD013742,TX0040,2026-04-01 12:00:00,275.24,406.6,66.2,79.73
LD013743,TX0080,2026-04-01 12:00:00,115.83,428.0,48.9,79.74
LD013744,TX0085,2026-04-01 12:00:00,378.3,429.3,47.4,42.74
LD013745,TX0091,2026-04-01 12:00:00,356.45,429.2,64.7,55.72
LD013746,TX0014,2026-04-01 12:00:00,192.65,410.3,72.0,63.47
LD013747,TX0002,2026-04-01 12:00:00,252.94,411.0,65.3,82.4
LD013748,TX0007,2026-04-01 12:00:00,281.12,409.8,56.1,93.14
LD013749,TX0083,2026-04-01 12:00:00,344.04,404.1,76.3,56.24
LD013750,TX0022,2026-04-01 12:00:00,167.82,418.3,48.1,62.5
LD013751,TX0018,2026-04-01 12:00:00,284.08,423.0,52.6,63.56
LD013752,TX0093,2026-04-01 12:00:00,295.65,426.0,75.3,64.61
LD013753,TX0088,2026-04-01 12:00:00,172.82,413.5,76.2,89.28
LD013754,TX0008,2026-04-01 12:00:00,192.8,401.5,65.2,57.21
LD013755,TX0099,2026-04-01 12:00:00,192.55,410.7,49.1,76.64
LD013756,TX0099,2026-04-01 12:00:00,186.23,404.8,46.2,85.99
LD013757,TX0043,2026-04-01 12:00:00,234.16,416.3,61.3,48.65
LD013758,TX0100,2026-04-01 12:00:00,56.25,420.6,58.6,63.9
LD013759,TX0038,2026-04-01 12:00:00,398.93,411.8,70.6,77.0
LD013760,TX0074,2026-04-01 12:00:00,150.41,425.3,68.2,40.17
LD013761,TX0055,2026-04-01 12:00:00,234.77,422.2,60.3,75.3
LD013762,TX0050,2026-04-01 12:00:00,143.03,409.3,74.2,89.67
LD013763,TX0049,2026-04-01 12:00:00,376.99,401.9,59.6,87.06
LD013764,TX0096,2026-04-01 12:00:00,390.94,411.1,51.4,84.72
LD013765,TX0036,2026-04-01 12:00:00,392.72,421.2,54.4,40.12
LD013766,TX0030,2026-04-01 12:00:00,196.69,425.9,74.1,64.21
LD013767,TX0079,2026-04-01 12:00:00,257.9,417.5,74.8,87.49
LD013768,TX0016,2026-04-01 12:00:00,335.81,408.7,73.2,86.1
LD013769,TX0087,2026-04-01 12:00:00,94.76,407.2,45.9,60.47
LD013770,TX0079,2026-04-01 12:00:00,177.5,402.2,79.0,49.74
LD013771,TX0070,2026-04-01 12:00:00,150.43,403.9,61.3,91.77
LD013772,TX0071,2026-04-01 12:00:00,215.57,427.0,80.0,68.89
LD013773,TX0079,2026-04-01 12:00:00,327.13,403.7,59.9,82.53
LD013774,TX0024,2026-04-01 12:00:00,266.09,414.3,84.2,65.51
LD013775,TX0067,2026-04-01 12:00:00,81.86,401.8,67.2,61.56
LD013776,TX0053,2026-04-01 12:00:00,113.29,402.0,52.8,91.03
LD013777,TX0056,2026-04-01 12:00:00,87.72,412.1,67.0,50.96
LD013778,TX0048,2026-04-01 12:00:00,118.25,402.7,50.3,85.26
LD013779,TX0078,2026-04-01 12:00:00,51.09,426.6,47.1,53.88
LD013780,TX0021,2026-04-01 12:00:00,357.77,402.6,49.2,41.61
LD013781,TX0009,2026-04-01 12:00:00,343.92,422.1,56.6,42.8
LD013782,TX0056,2026-04-01 12:00:00,239.84,425.3,59.5,68.16
LD013783,TX0041,2026-04-01 12:00:00,317.06,412.2,71.8,51.58
LD013784,TX0043,2026-04-01 12:00:00,399.97,402.7,55.6,92.67
LD013785,TX0012,2026-04-01 12:00:00,249.47,403.2,82.9,74.5
LD013786,TX0024,2026-04-01 12:00:00,260.99,428.4,50.8,49.31
LD013787,TX0044,2026-04-01 12:00:00,351.02,418.6,70.0,93.17
LD013788,TX0020,2026-04-01 12:00:00,230.85,402.1,52.6,57.55
LD013789,TX0035,2026-04-01 12:00:00,58.01,418.4,45.7,75.82
LD013790,TX0035,2026-04-01 12:00:00,164.44,401.9,71.1,46.89
LD013791,TX0098,2026-04-01 12:00:00,298.45,414.5,56.4,52.93
LD013792,TX0092,2026-04-01 12:00:00,293.57,426.6,48.9,47.21
LD013793,TX0049,2026-04-01 12:00:00,397.89,415.4,75.0,51.8
LD013794,TX0005,2026-04-01 12:00:00,306.92,410.8,68.7,93.85
LD013795,TX0048,2026-04-01 12:00:00,65.84,406.7,46.0,83.02
LD013796,TX0047,2026-04-01 12:00:00,383.74,410.5,46.7,88.42
LD013797,TX0082,2026-04-01 12:00:00,51.21,426.7,46.1,69.54
LD013798,TX0055,2026-04-01 12:00:00,271.9,409.1,48.8,55.45
LD013799,TX0073,2026-04-01 12:00:00,132.25,411.0,77.4,53.75
LD013800,TX0070,2026-04-01 12:00:00,128.53,423.8,56.8,40.41
LD013801,TX0071,2026-04-01 12:00:00,244.59,401.3,70.4,94.89
LD013802,TX0001,2026-04-01 12:00:00,50.39,417.8,45.6,80.77
LD013803,TX0094,2026-04-01 12:00:00,141.0,400.9,52.5,59.5
LD013804,TX0022,2026-04-01 12:00:00,124.21,400.1,76.7,49.81
LD013805,TX0097,2026-04-01 12:00:00,185.89,410.7,73.9,49.13
LD013806,TX0036,2026-04-01 12:00:00,56.03,405.6,62.8,66.73
LD013807,TX0063,2026-04-01 12:00:00,156.85,402.6,77.7,71.42
LD013808,TX0005,2026-04-01 12:00:00,104.29,422.9,45.5,59.59
LD013809,TX0047,2026-04-01 12:00:00,114.39,420.8,58.7,62.98
LD013810,TX0091,2026-04-01 12:00:00,338.78,426.1,49.6,71.32
LD013811,TX0050,2026-04-01 12:00:00,397.83,406.7,80.4,73.92
LD013812,TX0056,2026-04-01 12:00:00,197.93,414.4,80.0,90.89
LD013813,TX0084,2026-04-01 12:00:00,74.63,429.6,46.3,91.87
LD013814,TX0098,2026-04-01 12:00:00,319.42,414.4,75.3,43.87
LD013815,TX0036,2026-04-01 12:00:00,340.38,415.3,58.2,63.53
LD013816,TX0085,2026-04-01 12:00:00,145.58,402.3,58.6,58.37
LD013817,TX0015,2026-04-01 12:00:00,202.7,424.5,71.6,90.61
LD013818,TX0082,2026-04-01 12:00:00,167.58,414.0,60.9,54.4
LD013819,TX0049,2026-04-01 12:00:00,390.17,409.3,72.7,74.79
LD013820,TX0086,2026-04-01 12:00:00,344.42,421.0,68.5,45.32
LD013821,TX0039,2026-04-01 12:00:00,138.17,416.3,78.1,67.07
LD013822,TX0070,2026-04-01 12:00:00,280.75,429.3,49.4,49.5
LD013823,TX0016,2026-04-01 12:00:00,264.04,414.0,67.7,60.17
LD013824,TX0054,2026-04-01 12:00:00,213.63,427.4,49.7,50.65
LD013825,TX0092,2026-04-01 12:00:00,297.73,414.7,51.8,75.39
LD013826,TX0030,2026-04-01 12:00:00,338.18,413.7,76.8,67.97
LD013827,TX0058,2026-04-01 12:00:00,380.59,401.9,74.3,81.8
LD013828,TX0074,2026-04-01 12:00:00,208.89,426.2,51.2,58.19
LD013829,TX0074,2026-04-01 12:00:00,274.68,427.2,62.2,49.02
LD013830,TX0067,2026-04-01 12:00:00,305.81,400.0,68.0,74.96
LD013831,TX0041,2026-04-01 12:00:00,223.33,401.8,58.7,67.45
LD013832,TX0018,2026-04-01 12:00:00,337.18,410.9,58.7,90.39
LD013833,TX0086,2026-04-01 12:00:00,46.54,406.5,59.2,92.33
LD013834,TX0063,2026-04-01 12:00:00,291.0,410.0,72.1,64.62
LD013835,TX0029,2026-04-01 12:00:00,104.02,406.0,50.8,68.63
LD013836,TX0072,2026-04-01 12:00:00,183.75,422.1,63.8,46.65
LD013837,TX0060,2026-04-01 12:00:00,336.76,400.1,72.8,62.19
LD013838,TX0072,2026-04-01 12:00:00,329.76,425.9,74.0,70.65
LD013839,TX0003,2026-04-01 12:00:00,204.32,405.3,52.4,64.87
LD013840,TX0094,2026-04-01 12:00:00,51.23,417.0,50.2,42.59
LD013841,TX0010,2026-04-01 12:00:00,175.69,418.9,80.0,62.41
LD013842,TX0072,2026-04-01 12:00:00,162.95,409.6,59.3,93.66
LD013843,TX0057,2026-04-01 12:00:00,112.26,416.4,57.4,54.13
LD013844,TX0071,2026-04-01 12:00:00,87.11,415.9,75.3,69.75
LD013845,TX0019,2026-04-01 12:00:00,154.04,403.2,65.8,76.21
LD013846,TX0014,2026-04-01 12:00:00,188.01,413.2,68.8,83.67
LD013847,TX0050,2026-04-01 12:00:00,301.88,425.1,66.4,49.13
LD013848,TX0033,2026-04-01 12:00:00,244.37,428.5,72.7,64.47
LD013849,TX0064,2026-04-01 12:00:00,242.67,402.2,48.8,79.2
LD013850,TX0092,2026-04-01 12:00:00,345.14,406.3,65.0,94.21
LD013851,TX0084,2026-04-01 12:00:00,364.53,418.2,59.6,58.68
LD013852,TX0040,2026-04-01 12:00:00,183.76,411.5,55.0,89.92
LD013853,TX0065,2026-04-01 12:00:00,343.58,403.4,47.2,43.01
LD013854,TX0090,2026-04-01 12:00:00,335.35,402.1,78.8,40.36
LD013855,TX0074,2026-04-01 12:00:00,121.25,425.6,61.7,82.44
LD013856,TX0032,2026-04-01 12:00:00,57.93,416.4,83.0,84.0
LD013857,TX0032,2026-04-01 12:00:00,371.87,410.3,59.3,70.81
LD013858,TX0020,2026-04-01 12:00:00,394.61,421.4,76.1,41.62
LD013859,TX0036,2026-04-01 12:00:00,255.15,423.4,59.2,80.06
LD013860,TX0094,2026-04-01 12:00:00,163.26,414.4,78.4,81.42
LD013861,TX0034,2026-04-01 12:00:00,278.06,407.3,74.8,58.46
LD013862,TX0033,2026-04-01 12:00:00,58.8,408.2,46.6,78.83
LD013863,TX0078,2026-04-01 12:00:00,310.64,406.0,65.8,71.49
LD013864,TX0022,2026-04-01 12:00:00,114.53,415.5,51.2,63.57
LD013865,TX0092,2026-04-01 12:00:00,74.55,412.9,76.9,60.36
LD013866,TX0030,2026-04-01 12:00:00,364.22,413.0,81.5,56.1
LD013867,TX0063,2026-04-01 12:00:00,240.98,416.0,56.7,51.48
LD013868,TX0047,2026-04-01 12:00:00,216.47,418.1,65.7,73.85
LD013869,TX0008,2026-04-01 12:00:00,262.15,405.0,72.1,68.18
LD013870,TX0028,2026-04-01 12:00:00,398.14,411.5,79.8,59.18
LD013871,TX0085,2026-04-01 12:00:00,109.31,400.5,62.7,52.12
LD013872,TX0073,2026-04-01 12:00:00,115.9,424.3,81.9,70.74
LD013873,TX0045,2026-04-01 12:00:00,294.41,406.3,78.7,84.87
LD013874,TX0080,2026-04-01 12:00:00,337.39,429.1,76.2,66.12
LD013875,TX0056,2026-04-01 12:00:00,377.21,426.2,50.8,78.76
LD013876,TX0092,2026-04-01 12:00:00,327.85,419.3,66.9,81.98
LD013877,TX0055,2026-04-01 12:00:00,228.67,407.4,73.3,90.89
LD013878,TX0065,2026-04-01 12:00:00,297.12,400.1,45.4,81.75
LD013879,TX0005,2026-04-01 12:00:00,232.13,413.9,74.0,94.77
LD013880,TX0055,2026-04-01 12:00:00,276.14,415.3,62.6,87.02
LD013881,TX0012,2026-04-01 12:00:00,67.85,422.2,78.5,62.51
LD013882,TX0010,2026-04-01 12:00:00,272.47,400.9,70.5,50.1
LD013883,TX0082,2026-04-01 12:00:00,154.57,415.5,46.8,54.7
LD013884,TX0079,2026-04-01 12:00:00,233.87,422.7,58.3,44.15
LD013885,TX0045,2026-04-01 12:00:00,88.57,413.0,46.2,68.86
LD013886,TX0066,2026-04-01 12:00:00,237.62,413.7,45.3,92.18
LD013887,TX0080,2026-04-01 12:00:00,279.42,424.3,84.2,76.79
LD013888,TX0073,2026-04-01 12:00:00,112.09,413.9,55.5,81.44
LD013889,TX0093,2026-04-01 12:00:00,75.32,419.4,51.3,40.98
LD013890,TX0080,2026-04-01 12:00:00,175.75,423.1,79.9,61.43
LD013891,TX0076,2026-04-01 12:00:00,203.63,425.8,57.4,73.3
LD013892,TX0078,2026-04-01 12:00:00,270.1,421.5,56.8,94.64
LD013893,TX0038,2026-04-01 12:00:00,103.87,403.9,80.4,82.66
LD013894,TX0033,2026-04-01 12:00:00,209.2,421.7,68.1,65.24
LD013895,TX0061,2026-04-01 12:00:00,369.92,401.1,53.4,75.77
LD013896,TX0089,2026-04-01 12:00:00,189.69,422.5,56.6,65.91
LD013897,TX0087,2026-04-01 12:00:00,102.07,410.5,48.9,75.6
LD013898,TX0071,2026-04-01 12:00:00,342.97,407.5,71.3,91.43
